Regulon,Size,NES,p.value,FDR,Sign
TSPAN6_P,25,2.27,0.0231,0.227,+
SMARCAL1_P,86,2.26,0.0237,0.232,+
CDK4_P,35,2.26,0.0239,0.232,+
EZH2_P,41,2.26,0.0241,0.233,+
ZNF598_P,225,2.25,0.0243,0.234,+
DLG5_P,76,2.25,0.0244,0.235,+
SEPT9_P,48,2.24,0.025,0.239,+
RUNX1_P,96,2.24,0.0254,0.241,+
ITPKA_P,46,2.23,0.0256,0.241,+
TYMS_P,37,2.23,0.0256,0.241,+
MKI67_P,99,2.23,0.0259,0.243,+
POFUT1_P,48,2.22,0.0262,0.245,+
ZDHHC12_P,101,2.22,0.0267,0.246,+
RANBP2_P,186,2.21,0.0272,0.248,+
ZNF593_P,194,2.2,0.0276,0.249,+
ADGRG1_P,27,2.2,0.0279,0.25,+
ZNF131_P,100,2.2,0.0279,0.25,+
SSRP1_P,66,2.2,0.028,0.25,+
PHB_P,170,2.2,0.0281,0.25,+
RUNX2_P,130,2.19,0.0283,0.25,+
ECT2_P,52,2.19,0.0288,0.25,+
HUS1_P,35,2.19,0.0289,0.25,+
NR2F6_P,82,2.18,0.029,0.25,+
ANGPTL4_P,42,2.18,0.0294,0.25,+
WDR12_P,83,2.18,0.0295,0.25,+
BRD8_P,60,2.17,0.0301,0.254,+
PTGES2_P,226,2.17,0.0304,0.254,+
CARD11_P,32,2.16,0.0311,0.259,+
ZCCHC8_P,62,2.15,0.0316,0.259,+
CDCA7L_P,47,2.15,0.0316,0.259,+
UNC119_P,53,2.15,0.0316,0.259,+
OSMR_P,80,2.15,0.0316,0.259,+
PRRX2_P,79,2.15,0.0318,0.259,+
ZNF687_P,151,2.14,0.032,0.26,+
GPR84_P,36,2.14,0.0321,0.26,+
ARF1_P,114,2.14,0.0322,0.26,+
KHDRBS3_P,157,2.14,0.0323,0.26,+
SMARCC1_P,125,2.13,0.0329,0.263,+
ECE1_P,60,2.13,0.0335,0.265,+
CLDN3_P,45,2.12,0.0339,0.268,+
CASK_P,82,2.11,0.0346,0.273,+
ZNHIT2_P,68,2.1,0.0356,0.276,+
MED14_P,67,2.1,0.0357,0.276,+
ZDHHC9_P,57,2.09,0.0367,0.282,+
RAB27B_P,77,2.08,0.0373,0.284,+
MMP14_P,132,2.08,0.0374,0.284,+
ASAP3_P,34,2.08,0.0377,0.284,+
SMARCE1_P,67,2.08,0.0379,0.285,+
RFX5_P,71,2.08,0.038,0.285,+
SLC9A3R1_P,42,2.07,0.0383,0.285,+
ZNF174_P,53,2.07,0.0384,0.285,+
TCF3_P,129,2.07,0.0385,0.285,+
RBL1_P,161,2.07,0.0385,0.285,+
PSPC1_P,132,2.07,0.0385,0.285,+
ZNF622_P,48,2.07,0.0388,0.285,+
TCEB2_P,183,2.07,0.0388,0.285,+
SFN_P,62,2.06,0.0392,0.286,+
TNFRSF1A_P,70,2.06,0.0396,0.286,+
CBX2_P,117,2.06,0.0397,0.286,+
ATXN7L3_P,102,2.05,0.0399,0.286,+
FH_P,31,2.05,0.0404,0.286,+
CAD_P,145,2.05,0.0404,0.286,+
BUD31_P,167,2.05,0.0406,0.286,+
ATR_P,83,2.04,0.0409,0.287,+
CREBBP_P,110,2.04,0.0418,0.292,+
TAF10_P,87,2.03,0.0426,0.294,+
SUV39H2_P,194,2.03,0.0427,0.294,+
ADCY3_P,32,2.03,0.0428,0.294,+
ZFPL1_P,72,2.02,0.0429,0.294,+
CBX8_P,386,2.02,0.0431,0.295,+
HSP90AB1_P,38,2.02,0.0432,0.295,+
EPHB2_P,39,2.02,0.0436,0.296,+
TRAF2_P,51,2.01,0.0441,0.298,+
RRBP1_P,79,2.01,0.0443,0.298,+
FOXA1_P,190,2.01,0.0445,0.298,+
MOV10_P,65,2.01,0.0445,0.298,+
HMGXB4_P,41,2.01,0.0448,0.298,+
MLLT3_P,265,2,0.045,0.299,+
NCS1_P,69,2,0.0455,0.3,+
ATXN1_P,201,2,0.0457,0.3,+
ERCC3_P,126,2,0.0457,0.3,+
TBP_P,77,1.99,0.0463,0.302,+
CERS6_P,82,1.98,0.0475,0.306,+
ARF4_P,38,1.98,0.0476,0.306,+
TENM4_P,38,1.98,0.0481,0.308,+
CCNT1_P,200,1.97,0.0489,0.312,+
SNF8_P,43,1.97,0.049,0.312,+
ARHGEF5_P,47,1.96,0.0502,0.315,+
ZDHHC4_P,30,1.95,0.0507,0.317,+
RALBP1_P,37,1.95,0.051,0.318,+
CDC42SE2_P,41,1.95,0.0512,0.319,+
PA2G4_P,311,1.95,0.0517,0.32,+
FOSL2_P,123,1.94,0.0525,0.322,+
RAD9A_P,44,1.94,0.0526,0.322,+
SHARPIN_P,154,1.93,0.0532,0.324,+
WISP1_P,57,1.93,0.0539,0.324,+
CSNK2B_P,62,1.93,0.054,0.324,+
ZC3H8_P,105,1.92,0.055,0.328,+
HSPE1_P,157,1.92,0.0554,0.328,+
ARF5_P,73,1.92,0.0554,0.328,+
USF1_P,41,1.91,0.0558,0.329,+
YWHAZ_P,43,1.91,0.0558,0.329,+
ZNFX1_P,128,1.91,0.0561,0.329,+
SCAI_P,68,1.91,0.0561,0.329,+
NRK_P,74,1.91,0.0561,0.329,+
FAT1_P,43,1.91,0.0564,0.33,+
DRAP1_P,140,1.9,0.0569,0.33,+
SMARCB1_P,49,1.9,0.057,0.33,+
MTF1_P,89,1.9,0.0573,0.33,+
PRKCSH_P,111,1.9,0.0573,0.33,+
ADA_P,54,1.9,0.0574,0.33,+
NOTCH3_P,81,1.9,0.0578,0.332,+
CBX4_P,334,1.89,0.0585,0.333,+
AMFR_P,45,1.89,0.0586,0.333,+
ZC3H15_P,468,1.89,0.0591,0.334,+
BUB1B_P,99,1.89,0.0594,0.334,+
MORC3_P,85,1.88,0.0597,0.334,+
ITSN1_P,46,1.88,0.0598,0.335,+
SMURF1_P,57,1.88,0.0604,0.336,+
CENPB_P,75,1.88,0.0608,0.337,+
ENY2_P,84,1.87,0.0611,0.337,+
ZNF8_P,33,1.87,0.0611,0.337,+
ERBB2_P,65,1.87,0.0612,0.337,+
SUDS3_P,265,1.87,0.0612,0.337,+
NOLC1_P,154,1.87,0.0612,0.337,+
DDX3X_P,50,1.87,0.0614,0.337,+
SCRIB_P,134,1.87,0.0616,0.337,+
TAF11_P,96,1.87,0.0621,0.338,+
IDH1_P,87,1.86,0.0624,0.338,+
SUPT16H_P,72,1.86,0.0627,0.338,+
ZNF771_P,73,1.86,0.0628,0.338,+
RAB35_P,60,1.86,0.0629,0.338,+
RUSC1_P,32,1.86,0.0636,0.34,+
TFAM_P,177,1.85,0.0638,0.34,+
ZCCHC9_P,43,1.85,0.064,0.34,+
SGPL1_P,30,1.85,0.0641,0.34,+
FANCL_P,42,1.85,0.0642,0.34,+
MDFIC_P,60,1.85,0.0644,0.341,+
HNRNPD_P,66,1.84,0.0655,0.344,+
MED19_P,68,1.84,0.0656,0.344,+
ZMIZ2_P,102,1.84,0.0665,0.346,+
RASAL1_P,32,1.83,0.0667,0.346,+
RUVBL2_P,124,1.83,0.067,0.346,+
ZNF217_P,207,1.83,0.0671,0.346,+
IDE_P,64,1.83,0.0673,0.346,+
TBL3_P,77,1.83,0.0676,0.346,+
LIF_P,147,1.83,0.0678,0.346,+
POLD1_P,62,1.83,0.0679,0.346,+
LRPPRC_P,280,1.82,0.0686,0.347,+
AFF1_P,122,1.82,0.0686,0.347,+
RPL7L1_P,93,1.82,0.0689,0.347,+
PLEK2_P,58,1.82,0.0689,0.347,+
OGT_P,106,1.82,0.0693,0.349,+
POLR2K_P,94,1.81,0.0695,0.349,+
TCEB1_P,257,1.81,0.0697,0.349,+
MTA3_P,75,1.81,0.0698,0.349,+
ZNF384_P,115,1.81,0.0701,0.349,+
CBLB_P,55,1.81,0.0704,0.349,+
TBX15_P,54,1.81,0.0704,0.349,+
IL10RB_P,86,1.81,0.0706,0.349,+
ASCC3_P,79,1.81,0.0707,0.349,+
MKL1_P,87,1.8,0.0711,0.349,+
MSH6_P,33,1.8,0.0719,0.351,+
RCOR3_P,232,1.8,0.0725,0.353,+
VCP_P,53,1.79,0.0729,0.354,+
NACC1_P,146,1.79,0.073,0.354,+
DAP3_P,138,1.79,0.0737,0.354,+
RAN_P,181,1.79,0.0737,0.354,+
CHST11_P,29,1.79,0.074,0.354,+
TCERG1_P,91,1.79,0.074,0.354,+
ZNHIT3_P,113,1.78,0.0745,0.354,+
MLST8_P,104,1.78,0.0745,0.354,+
ERCC2_P,65,1.78,0.0749,0.354,+
DERL3_P,37,1.78,0.0751,0.354,+
PRDM2_P,86,1.78,0.0753,0.354,+
BZW1_P,303,1.78,0.0753,0.354,+
JAK3_P,36,1.78,0.0754,0.354,+
ZC3H18_P,38,1.78,0.0755,0.354,+
HSF1_P,58,1.78,0.0757,0.354,+
TBC1D16_P,74,1.78,0.0757,0.354,+
MED29_P,95,1.77,0.0759,0.355,+
DDX54_P,98,1.77,0.0761,0.355,+
APEX1_P,124,1.77,0.0773,0.356,+
MAPKAPK5_P,34,1.77,0.0774,0.356,+
SIX4_P,63,1.77,0.0775,0.356,+
PARK7_P,76,1.77,0.0775,0.356,+
FURIN_P,67,1.77,0.0775,0.356,+
DNAJA1_P,35,1.76,0.0776,0.356,+
MED27_P,108,1.76,0.0777,0.356,+
FUBP1_P,90,1.76,0.0785,0.357,+
ENO1_P,52,1.76,0.0785,0.357,+
KDM5B_P,137,1.75,0.0793,0.357,+
BIRC2_P,58,1.75,0.0794,0.357,+
PLXNB3_P,59,1.75,0.0795,0.357,+
CBX5_P,90,1.75,0.0797,0.357,+
EEF1D_P,118,1.75,0.0798,0.357,+
CLIC1_P,144,1.75,0.0799,0.357,+
HLTF_P,149,1.75,0.08,0.357,+
PPP3CB_P,67,1.75,0.0804,0.357,+
SCML2_P,69,1.75,0.0805,0.357,+
ZFP92_P,27,1.75,0.0806,0.357,+
PUF60_P,245,1.74,0.0812,0.359,+
BCKDK_P,35,1.74,0.0812,0.359,+
THRAP3_P,102,1.74,0.0817,0.36,+
ZRSR2_P,96,1.74,0.0821,0.361,+
ZBTB10_P,102,1.73,0.083,0.362,+
HIF1A_P,219,1.73,0.083,0.362,+
ITGAV_P,84,1.73,0.083,0.362,+
MTDH_P,115,1.73,0.0836,0.363,+
RNF2_P,96,1.73,0.0838,0.364,+
BCL7A_P,101,1.73,0.0842,0.364,+
POU2F1_P,68,1.72,0.085,0.365,+
KMT5A_P,134,1.72,0.0851,0.365,+
LOXL2_P,410,1.72,0.0852,0.365,+
AXIN1_P,58,1.72,0.0856,0.366,+
MRPL28_P,137,1.72,0.0859,0.366,+
DVL3_P,67,1.72,0.0859,0.366,+
GRHL2_P,152,1.71,0.0868,0.368,+
ZCCHC6_P,59,1.71,0.0874,0.368,+
ARFGAP1_P,94,1.71,0.0876,0.368,+
GTF2H3_P,147,1.71,0.0877,0.368,+
ZDHHC3_P,35,1.71,0.0877,0.368,+
MED1_P,158,1.71,0.0882,0.37,+
RAB1A_P,54,1.7,0.0895,0.374,+
RASSF4_P,30,1.7,0.0898,0.375,+
NOC2L_P,101,1.7,0.09,0.375,+
TXNDC17_P,134,1.69,0.0904,0.375,+
CKS2_P,86,1.69,0.0906,0.375,+
G3BP1_P,55,1.69,0.091,0.375,+
KLF16_P,66,1.69,0.0913,0.375,+
DUSP6_P,47,1.69,0.0914,0.375,+
NARFL_P,255,1.69,0.0915,0.375,+
MSN_P,43,1.69,0.0915,0.375,+
YWHAG_P,53,1.68,0.092,0.375,+
GRB10_P,48,1.68,0.0923,0.375,+
MAF1_P,94,1.68,0.0924,0.375,+
SMAD1_P,98,1.68,0.0924,0.375,+
HEXIM2_P,123,1.68,0.093,0.377,+
HMGB2_P,43,1.68,0.0931,0.377,+
ZDHHC21_P,86,1.68,0.0933,0.377,+
E2F4_P,64,1.68,0.0936,0.377,+
CARD14_P,55,1.68,0.0939,0.377,+
TAF5L_P,81,1.67,0.0944,0.378,+
CDH1_P,123,1.67,0.0955,0.381,+
ABT1_P,89,1.67,0.0957,0.381,+
ARFIP2_P,33,1.66,0.0965,0.383,+
SDHC_P,86,1.66,0.0967,0.383,+
PHF12_P,63,1.66,0.0975,0.385,+
CTBP1_P,45,1.66,0.0978,0.385,+
BARD1_P,70,1.64,0.1,0.394,+
BCL2L1_P,43,1.64,0.1,0.394,+
SEC14L2_P,159,1.64,0.101,0.394,+
NFKBIB_P,58,1.64,0.101,0.394,+
RAB10_P,77,1.64,0.101,0.394,+
CDK8_P,71,1.64,0.102,0.396,+
HNRNPK_P,69,1.63,0.102,0.397,+
HSPD1_P,110,1.63,0.102,0.397,+
TRRAP_P,192,1.63,0.103,0.397,+
YBX2_P,63,1.63,0.103,0.399,+
MNX1_P,44,1.63,0.103,0.399,+
IGBP1_P,41,1.62,0.104,0.401,+
ZNF655_P,25,1.62,0.105,0.402,+
PAK1IP1_P,36,1.62,0.105,0.402,+
PNN_P,131,1.62,0.105,0.402,+
NKRF_P,53,1.62,0.105,0.402,+
C1QBP_P,144,1.62,0.106,0.403,+
RAD50_P,48,1.62,0.106,0.403,+
ZBTB41_P,182,1.61,0.107,0.404,+
CKS1B_P,150,1.61,0.107,0.404,+
TAF2_P,81,1.61,0.108,0.406,+
TAF3_P,59,1.61,0.108,0.406,+
RABIF_P,48,1.6,0.109,0.407,+
RERE_P,76,1.6,0.109,0.409,+
RPN1_P,28,1.6,0.11,0.409,+
ATIC_P,49,1.6,0.11,0.409,+
PDCD6_P,50,1.6,0.11,0.409,+
PHF5A_P,166,1.59,0.111,0.412,+
TFDP1_P,26,1.59,0.111,0.412,+
NELFB_P,82,1.59,0.112,0.413,+
PHF6_P,90,1.59,0.112,0.413,+
XPO1_P,43,1.59,0.113,0.413,+
GTF2I_P,27,1.59,0.113,0.413,+
RHPN1_P,144,1.58,0.113,0.413,+
CARM1_P,70,1.58,0.113,0.413,+
SOX4_P,133,1.58,0.113,0.413,+
ZNF25_P,77,1.58,0.114,0.414,+
ZFR_P,134,1.58,0.115,0.414,+
RBM15B_P,41,1.58,0.115,0.414,+
MNT_P,59,1.58,0.115,0.414,+
IKBKG_P,85,1.57,0.115,0.414,+
INHBA_P,273,1.57,0.116,0.414,+
TOP1_P,67,1.57,0.116,0.414,+
NCOA6_P,163,1.57,0.116,0.415,+
SENP1_P,47,1.56,0.118,0.419,+
KDM4A_P,25,1.56,0.118,0.419,+
TOP2B_P,40,1.56,0.119,0.419,+
HCFC1_P,252,1.56,0.119,0.419,+
ADNP_P,41,1.56,0.12,0.419,+
NCLN_P,71,1.56,0.12,0.419,+
SETDB1_P,123,1.56,0.12,0.419,+
NUP62_P,37,1.55,0.121,0.421,+
POLE_P,71,1.55,0.121,0.421,+
ARHGEF12_P,58,1.55,0.121,0.421,+
ZNF213_P,103,1.55,0.121,0.421,+
INPP4B_P,26,1.55,0.122,0.421,+
ZFP64_P,53,1.54,0.122,0.423,+
CAND1_P,245,1.54,0.122,0.423,+
RUVBL1_P,158,1.54,0.123,0.424,+
ZNRD1_P,202,1.54,0.123,0.424,+
IDH2_P,28,1.54,0.124,0.425,+
ZFYVE19_P,48,1.54,0.124,0.425,+
EZH1_P,211,1.54,0.125,0.425,+
RACGAP1_P,48,1.54,0.125,0.425,+
NAMPT_P,28,1.53,0.126,0.426,+
PSEN1_P,35,1.53,0.126,0.426,+
TIMELESS_P,191,1.53,0.126,0.426,+
CNKSR1_P,73,1.53,0.126,0.426,+
WDR90_P,38,1.53,0.126,0.426,+
PITPNC1_P,31,1.53,0.126,0.426,+
THAP11_P,97,1.53,0.126,0.426,+
ATXN7_P,170,1.53,0.126,0.426,+
GSPT1_P,43,1.53,0.127,0.426,+
OPHN1_P,47,1.53,0.127,0.427,+
CD3EAP_P,66,1.52,0.127,0.427,+
SH2B2_P,61,1.52,0.128,0.427,+
BSG_P,69,1.52,0.128,0.427,+
CHMP1A_P,105,1.52,0.128,0.427,+
HDAC2_P,67,1.52,0.128,0.427,+
POLR3K_P,145,1.52,0.129,0.427,+
CLTCL1_P,48,1.52,0.129,0.427,+
IL27RA_P,50,1.52,0.129,0.427,+
SLC7A1_P,55,1.51,0.13,0.432,+
EDF1_P,80,1.51,0.131,0.434,+
RNF4_P,77,1.51,0.132,0.434,+
PTGES3_P,67,1.51,0.132,0.435,+
TRIAP1_P,182,1.5,0.132,0.435,+
ZNF436_P,66,1.5,0.133,0.435,+
KDM6A_P,50,1.5,0.133,0.435,+
RAB18_P,42,1.5,0.133,0.435,+
DDR1_P,45,1.5,0.134,0.438,+
ARFGAP2_P,29,1.5,0.135,0.439,+
TRIM28_P,77,1.49,0.135,0.439,+
ACOT11_P,43,1.49,0.135,0.439,+
PPP1R13L_P,187,1.49,0.135,0.439,+
EIF2AK3_P,60,1.49,0.135,0.439,+
TFB1M_P,48,1.49,0.136,0.441,+
IPO7_P,90,1.49,0.137,0.443,+
YWHAH_P,30,1.48,0.138,0.444,+
BCL9_P,38,1.48,0.138,0.444,+
SECTM1_P,26,1.48,0.138,0.444,+
LPP_P,27,1.48,0.139,0.445,+
MESDC2_P,51,1.48,0.139,0.445,+
C14orf169_P,33,1.48,0.139,0.445,+
ZDHHC24_P,77,1.48,0.139,0.445,+
PPP1R8_P,48,1.48,0.139,0.445,+
PYGO1_P,26,1.48,0.14,0.445,+
GTF2E1_P,86,1.47,0.14,0.445,+
TMF1_P,100,1.47,0.14,0.445,+
DGKE_P,28,1.47,0.141,0.445,+
PRDX4_P,35,1.47,0.141,0.446,+
YEATS4_P,115,1.47,0.142,0.446,+
ZNHIT1_P,155,1.47,0.142,0.446,+
TBC1D10B_P,43,1.46,0.143,0.449,+
HSPB1_P,57,1.46,0.144,0.449,+
CEBPZ_P,131,1.46,0.144,0.449,+
RBM15_P,35,1.46,0.145,0.451,+
PCGF3_P,59,1.46,0.146,0.451,+
MED28_P,162,1.45,0.146,0.451,+
FANCD2_P,30,1.45,0.146,0.451,+
ITSN2_P,33,1.45,0.146,0.451,+
CLP1_P,31,1.45,0.147,0.453,+
RBM38_P,68,1.45,0.148,0.454,+
ZMYM3_P,66,1.45,0.148,0.454,+
CNOT9_P,103,1.44,0.149,0.454,+
ARHGAP39_P,63,1.44,0.149,0.454,+
TGS1_P,137,1.44,0.149,0.454,+
ZNF318_P,25,1.44,0.15,0.454,+
ARL2BP_P,30,1.44,0.15,0.455,+
EPHB3_P,36,1.44,0.151,0.455,+
VDR_P,110,1.43,0.151,0.456,+
PRDX3_P,260,1.43,0.152,0.456,+
L3MBTL2_P,106,1.43,0.152,0.456,+
PPP2R5E_P,42,1.43,0.153,0.456,+
CSNK1A1_P,43,1.43,0.153,0.456,+
MCM4_P,214,1.43,0.153,0.456,+
ZFC3H1_P,51,1.43,0.153,0.456,+
RHOG_P,57,1.43,0.153,0.456,+
ZMYM4_P,47,1.43,0.153,0.456,+
SUB1_P,78,1.43,0.154,0.456,+
MED31_P,134,1.43,0.154,0.456,+
BLZF1_P,87,1.42,0.156,0.459,+
BCORL1_P,53,1.42,0.156,0.459,+
SFMBT1_P,72,1.42,0.157,0.459,+
ZNF579_P,25,1.41,0.158,0.462,+
PLEKHG3_P,43,1.41,0.158,0.462,+
RALGAPA1_P,29,1.41,0.158,0.463,+
FKBP8_P,70,1.41,0.159,0.463,+
SEMA4C_P,50,1.41,0.159,0.463,+
RASEF_P,48,1.41,0.16,0.464,+
EPC1_P,49,1.4,0.161,0.466,+
PQBP1_P,83,1.4,0.162,0.468,+
IRF3_P,70,1.4,0.162,0.469,+
SRPK2_P,43,1.4,0.163,0.469,+
ZNF282_P,58,1.4,0.163,0.469,+
RPS6KC1_P,34,1.4,0.163,0.469,+
ACTL6A_P,79,1.39,0.164,0.47,+
DNTTIP2_P,115,1.39,0.164,0.47,+
HMG20B_P,99,1.39,0.165,0.47,+
EGLN1_P,159,1.39,0.166,0.47,+
E4F1_P,111,1.39,0.166,0.47,+
BRCC3_P,41,1.38,0.166,0.47,+
MYO1E_P,101,1.38,0.166,0.47,+
GRM7_P,37,1.38,0.167,0.47,+
PRMT1_P,46,1.38,0.167,0.47,+
ETV6_P,56,1.38,0.167,0.47,+
IRF6_P,123,1.38,0.167,0.47,+
ZNF768_P,45,1.38,0.168,0.47,+
NPM1_P,70,1.38,0.168,0.47,+
G3BP2_P,102,1.38,0.168,0.47,+
YBX1_P,179,1.38,0.168,0.47,+
SP6_P,101,1.38,0.168,0.47,+
DNMT1_P,115,1.38,0.168,0.47,+
YWHAQ_P,103,1.37,0.169,0.471,+
RSF1_P,80,1.37,0.17,0.472,+
SLIRP_P,271,1.37,0.17,0.473,+
NBN_P,49,1.37,0.17,0.473,+
RHOT2_P,99,1.37,0.172,0.476,+
PFN1_P,127,1.37,0.172,0.477,+
DNMT3A_P,237,1.36,0.173,0.48,+
PRKCI_P,68,1.36,0.174,0.48,+
DCAF6_P,118,1.36,0.175,0.481,+
GABPB1_P,90,1.35,0.177,0.488,+
TOM1L1_P,59,1.35,0.178,0.489,+
NR1D1_P,65,1.34,0.179,0.489,+
PARP1_P,49,1.34,0.179,0.489,+
TLK1_P,86,1.34,0.179,0.489,+
BRMS1L_P,251,1.34,0.179,0.489,+
MED13_P,43,1.34,0.18,0.49,+
ASCC1_P,36,1.34,0.18,0.49,+
LY96_P,44,1.34,0.182,0.491,+
