Regulon,Size,NES,p.value,FDR,Sign
ZHX2_P,37,2.48,0.0131,0.237,+
TIFA_P,25,2.48,0.0132,0.237,+
PFN1_P,311,2.48,0.0133,0.237,+
NFKB2_P,92,2.46,0.014,0.246,+
EVL_P,33,2.45,0.0142,0.248,+
CYTH4_P,29,2.44,0.0145,0.249,+
SMARCAL1_P,48,2.44,0.0147,0.249,+
ZNF622_P,112,2.44,0.0148,0.249,+
GPSM3_P,32,2.44,0.0148,0.249,+
LILRB1_P,32,2.43,0.0152,0.254,+
POLD1_P,46,2.42,0.0155,0.257,+
BCKDK_P,42,2.42,0.0157,0.258,+
WNK1_P,90,2.4,0.0163,0.265,+
CSPG4_P,50,2.39,0.0168,0.271,+
FCGRT_P,30,2.39,0.017,0.273,+
FOXJ2_P,128,2.38,0.0174,0.274,+
DNMT1_P,181,2.38,0.0174,0.274,+
RAB31_P,47,2.38,0.0175,0.274,+
SHISA5_P,40,2.36,0.0182,0.276,+
HSP90AA1_P,41,2.36,0.0183,0.276,+
PTPRM_P,48,2.36,0.0184,0.276,+
RCOR1_P,90,2.36,0.0184,0.276,+
PKN1_P,30,2.36,0.0184,0.276,+
LTBR_P,83,2.35,0.019,0.281,+
RRAS_P,43,2.34,0.0193,0.283,+
ARHGAP22_P,57,2.33,0.0197,0.286,+
PARP14_P,188,2.32,0.0203,0.289,+
TRIP13_P,611,2.32,0.0205,0.289,+
FEN1_P,28,2.32,0.0206,0.289,+
LITAF_P,127,2.31,0.0208,0.29,+
FOXJ3_P,40,2.31,0.0211,0.291,+
FLI1_P,188,2.3,0.0214,0.291,+
ARHGAP26_P,75,2.29,0.0219,0.294,+
STAT6_P,81,2.28,0.0224,0.297,+
OSMR_P,90,2.26,0.0237,0.304,+
AATF_P,128,2.24,0.0248,0.311,+
GRAP_P,28,2.24,0.0252,0.314,+
TCERG1_P,141,2.23,0.0259,0.319,+
FRYL_P,54,2.22,0.0264,0.321,+
MAFB_P,54,2.21,0.0269,0.323,+
TPM3_P,38,2.21,0.027,0.324,+
STAT2_P,106,2.21,0.0274,0.326,+
ZBED1_P,55,2.2,0.0277,0.327,+
LGALS1_P,135,2.2,0.0278,0.327,+
PIK3CG_P,35,2.19,0.0285,0.333,+
ARHGAP5_P,90,2.19,0.0287,0.334,+
HELLS_P,78,2.18,0.0294,0.34,+
IRF8_P,72,2.17,0.0302,0.346,+
CD7_P,26,2.16,0.0304,0.346,+
GRN_P,57,2.16,0.0308,0.346,+
ZDHHC13_P,45,2.16,0.031,0.347,+
TOP2A_P,171,2.15,0.0313,0.348,+
CENPF_P,363,2.15,0.0314,0.348,+
ANG_P,58,2.15,0.0317,0.35,+
CBLB_P,27,2.14,0.0325,0.356,+
LZTS1_P,148,2.14,0.0326,0.356,+
UBA52_P,67,2.13,0.0332,0.36,+
GRK2_P,40,2.11,0.0345,0.361,+
CD47_P,35,2.11,0.0348,0.361,+
MADD_P,37,2.11,0.0353,0.362,+
BIRC3_P,38,2.1,0.0354,0.362,+
EGLN1_P,173,2.1,0.0355,0.362,+
PDIA3_P,53,2.1,0.0361,0.362,+
RASAL3_P,58,2.09,0.0365,0.365,+
WWTR1_P,81,2.09,0.0367,0.366,+
CARS_P,65,2.08,0.0371,0.368,+
ABI1_P,45,2.06,0.0394,0.383,+
IKZF1_P,201,2.05,0.0407,0.391,+
TRAF2_P,36,2.04,0.0409,0.391,+
MKI67_P,56,2.04,0.0411,0.391,+
ZBTB14_P,42,2.04,0.0414,0.392,+
LCP2_P,86,2.04,0.0417,0.393,+
ITGA5_P,139,2.04,0.0417,0.393,+
RASA3_P,43,2.02,0.0429,0.399,+
VEGFA_P,138,2.02,0.0431,0.399,+
CD81_P,33,2.01,0.0442,0.404,+
MET_P,38,2.01,0.0448,0.404,+
MED22_P,193,2.01,0.0448,0.404,+
GABPB1_P,153,2,0.0457,0.407,+
ATAD2_P,72,2,0.0457,0.407,+
MBD2_P,25,2,0.0458,0.407,+
MIF_P,88,2,0.046,0.407,+
HMGB2_P,86,1.99,0.0463,0.407,+
XPO1_P,52,1.98,0.0478,0.407,+
PA2G4_P,151,1.98,0.048,0.407,+
ATP2A2_P,28,1.97,0.0483,0.408,+
TBC1D8B_P,32,1.97,0.0487,0.409,+
TIMELESS_P,138,1.97,0.0491,0.41,+
ZMYND15_P,43,1.96,0.0499,0.414,+
NFATC2_P,59,1.96,0.0504,0.415,+
DGKQ_P,35,1.96,0.0504,0.415,+
PPP1R9B_P,58,1.95,0.0511,0.418,+
RPL6_P,144,1.95,0.0517,0.42,+
SCARF1_P,38,1.94,0.0522,0.421,+
RAP2A_P,53,1.93,0.0531,0.421,+
GTF2E2_P,67,1.93,0.0532,0.421,+
MPZL1_P,85,1.93,0.0532,0.421,+
CCND1_P,38,1.93,0.0537,0.421,+
ATF7IP_P,61,1.93,0.0537,0.421,+
PYCARD_P,50,1.92,0.0545,0.423,+
CDK4_P,73,1.92,0.0549,0.425,+
CASP3_P,28,1.91,0.0561,0.428,+
APBA3_P,29,1.91,0.0563,0.428,+
RUNX3_P,50,1.91,0.0568,0.428,+
MCM6_P,82,1.9,0.0569,0.428,+
FNTA_P,32,1.9,0.057,0.428,+
MED6_P,59,1.9,0.0578,0.428,+
TMPO_P,79,1.9,0.0581,0.428,+
PAFAH1B1_P,44,1.89,0.0582,0.428,+
MMP14_P,150,1.89,0.0582,0.428,+
ZAP70_P,48,1.89,0.0583,0.428,+
TDRD3_P,169,1.89,0.0584,0.428,+
S100A10_P,41,1.89,0.0592,0.432,+
TONSL_P,91,1.89,0.0593,0.432,+
IQGAP1_P,56,1.88,0.0602,0.433,+
TBK1_P,73,1.88,0.0606,0.434,+
CLIC2_P,30,1.87,0.0611,0.435,+
MSH2_P,28,1.87,0.0612,0.435,+
YBX1_P,50,1.87,0.0617,0.436,+
NAA15_P,112,1.87,0.0618,0.436,+
FGD6_P,59,1.87,0.0622,0.436,+
CHD8_P,34,1.86,0.0624,0.436,+
GTSE1_P,93,1.86,0.0625,0.436,+
RASSF2_P,37,1.86,0.0629,0.436,+
NACA_P,141,1.86,0.063,0.436,+
RPS6KB2_P,41,1.86,0.0631,0.436,+
FYN_P,26,1.85,0.0637,0.438,+
MNDA_P,255,1.85,0.0639,0.438,+
FLNA_P,63,1.84,0.0654,0.445,+
YWHAG_P,72,1.84,0.0662,0.449,+
THOC1_P,47,1.83,0.0672,0.453,+
ZNF688_P,65,1.83,0.0675,0.453,+
HIST1H1E_P,27,1.83,0.0675,0.453,+
CDK12_P,101,1.83,0.0677,0.453,+
ATIC_P,53,1.83,0.0679,0.453,+
ZBTB7B_P,64,1.82,0.068,0.453,+
SAV1_P,57,1.82,0.0687,0.454,+
MAP3K11_P,66,1.82,0.0692,0.455,+
IRF9_P,50,1.82,0.0693,0.455,+
STAT5A_P,37,1.81,0.0697,0.455,+
MAPK1_P,44,1.81,0.0703,0.457,+
LRRFIP1_P,92,1.81,0.0709,0.458,+
NOTCH4_P,144,1.8,0.0716,0.461,+
CEBPA_P,62,1.8,0.072,0.462,+
CNOT1_P,77,1.8,0.0725,0.463,+
IL16_P,734,1.79,0.0731,0.465,+
RPS27L_P,58,1.79,0.0737,0.465,+
SRGAP2_P,134,1.78,0.075,0.47,+
GOLT1B_P,100,1.78,0.0754,0.47,+
CAMLG_P,46,1.78,0.0755,0.47,+
RANBP1_P,57,1.78,0.0755,0.47,+
BAZ1B_P,41,1.78,0.0757,0.47,+
BLOC1S2_P,109,1.77,0.0761,0.47,+
PTPRC_P,41,1.77,0.0771,0.47,+
CBX4_P,167,1.77,0.0775,0.47,+
RGS19_P,29,1.76,0.0778,0.47,+
RBPJ_P,65,1.76,0.078,0.47,+
CIR1_P,38,1.76,0.078,0.47,+
RARA_P,126,1.76,0.0784,0.47,+
TLR3_P,101,1.76,0.0792,0.47,+
TYK2_P,91,1.75,0.0793,0.47,+
AKNA_P,74,1.75,0.0793,0.47,+
UHRF1_P,112,1.75,0.0799,0.472,+
GPX1_P,47,1.75,0.0802,0.473,+
BRPF1_P,125,1.74,0.0812,0.477,+
ARHGAP9_P,29,1.74,0.0819,0.479,+
PPT1_P,39,1.74,0.0822,0.479,+
ELK3_P,123,1.74,0.0823,0.479,+
RRAGC_P,36,1.74,0.0827,0.479,+
PLXND1_P,65,1.73,0.0833,0.479,+
ZNF524_P,57,1.73,0.0836,0.479,+
PFDN5_P,132,1.73,0.0842,0.479,+
PCNA_P,50,1.73,0.0842,0.479,+
CCNK_P,153,1.72,0.0848,0.479,+
RGS3_P,29,1.72,0.0851,0.479,+
RAB27A_P,42,1.72,0.0854,0.479,+
ZNF511_P,25,1.72,0.0856,0.479,+
RUVBL2_P,155,1.71,0.0864,0.479,+
ZEB2_P,131,1.71,0.0866,0.479,+
MAP4K4_P,69,1.71,0.0866,0.479,+
AKT1_P,39,1.71,0.0868,0.479,+
NOC2L_P,73,1.71,0.087,0.479,+
MX1_P,36,1.71,0.0872,0.479,+
RIPK2_P,36,1.71,0.0875,0.479,+
H2AFX_P,86,1.71,0.0875,0.479,+
ZNHIT3_P,86,1.7,0.0882,0.481,+
PRKCH_P,28,1.7,0.0891,0.482,+
CDC5L_P,58,1.7,0.0893,0.482,+
MED8_P,81,1.7,0.0895,0.482,+
TAF12_P,40,1.7,0.0899,0.483,+
RPS14_P,121,1.68,0.0925,0.486,+
ZSCAN18_P,56,1.68,0.0928,0.486,+
NMI_P,50,1.68,0.0934,0.486,+
CBL_P,83,1.68,0.0936,0.486,+
BUB1B_P,39,1.68,0.0937,0.486,+
SFSWAP_P,159,1.68,0.0939,0.486,+
BNC2_P,51,1.67,0.0945,0.487,+
BUD31_P,95,1.66,0.0972,0.492,+
RFXANK_P,125,1.66,0.0975,0.492,+
MSL3_P,57,1.66,0.0976,0.492,+
ARHGAP21_P,82,1.65,0.0989,0.494,+
CEBPB_P,313,1.65,0.0989,0.494,+
PITPNC1_P,26,1.65,0.099,0.494,+
STAT1_P,57,1.65,0.099,0.494,+
ARHGDIB_P,70,1.65,0.0993,0.495,+
IKZF3_P,54,1.65,0.0996,0.495,+
E2F3_P,70,1.64,0.101,0.499,+
NPM1_P,67,1.64,0.101,0.499,+
RPS3_P,102,1.64,0.102,0.502,+
MTF2_P,33,1.63,0.102,0.502,+
ADAM9_P,54,1.63,0.102,0.502,+
APEX1_P,65,1.63,0.103,0.502,+
THOP1_P,47,1.63,0.104,0.503,+
GDI1_P,41,1.61,0.107,0.512,+
MRE11A_P,83,1.61,0.108,0.515,+
ELF1_P,48,1.61,0.108,0.515,+
SH2D3C_P,51,1.6,0.109,0.515,+
ZNF668_P,100,1.6,0.109,0.515,+
PTPRE_P,84,1.6,0.11,0.516,+
PECAM1_P,59,1.59,0.111,0.518,+
PSMC5_P,74,1.59,0.111,0.518,+
CBX3_P,197,1.59,0.111,0.518,+
CD44_P,58,1.59,0.112,0.518,+
ZCCHC6_P,69,1.59,0.113,0.52,+
RRBP1_P,60,1.58,0.113,0.52,+
PCSK6_P,30,1.58,0.113,0.52,+
MED24_P,51,1.58,0.115,0.522,+
SIRT1_P,52,1.58,0.115,0.522,+
PARP1_P,31,1.58,0.115,0.522,+
FLT1_P,42,1.57,0.116,0.524,+
ARAP2_P,30,1.57,0.117,0.525,+
RPS6_P,83,1.56,0.118,0.531,+
TSPO_P,63,1.56,0.118,0.531,+
AURKA_P,44,1.56,0.119,0.531,+
SH3BGRL_P,46,1.56,0.119,0.531,+
NFATC1_P,33,1.56,0.12,0.531,+
TNFRSF1A_P,72,1.55,0.12,0.531,+
NBN_P,30,1.55,0.121,0.531,+
JRKL_P,107,1.55,0.121,0.531,+
PPP1R13L_P,311,1.55,0.121,0.531,+
PFDN1_P,53,1.55,0.122,0.531,+
PGRMC2_P,33,1.55,0.122,0.531,+
IRAK3_P,26,1.54,0.123,0.531,+
ESF1_P,115,1.54,0.123,0.531,+
FSTL1_P,26,1.54,0.123,0.531,+
RPL7_P,89,1.54,0.123,0.531,+
ARHGAP1_P,49,1.54,0.123,0.531,+
HSPB1_P,28,1.54,0.123,0.531,+
CD2_P,27,1.54,0.124,0.531,+
GTF2I_P,25,1.53,0.125,0.531,+
GAS7_P,36,1.53,0.126,0.531,+
TXNDC12_P,75,1.53,0.126,0.531,+
ASCC2_P,101,1.53,0.127,0.531,+
OGFR_P,118,1.53,0.127,0.531,+
NLE1_P,70,1.53,0.127,0.531,+
ARHGAP42_P,82,1.52,0.128,0.532,+
ZNF32_P,56,1.52,0.129,0.536,+
ITGB1_P,51,1.51,0.13,0.538,+
PTRF_P,351,1.51,0.131,0.538,+
DEK_P,113,1.51,0.132,0.538,+
SP3_P,72,1.5,0.133,0.538,+
HSF4_P,236,1.5,0.133,0.538,+
SHARPIN_P,41,1.5,0.133,0.538,+
RIPK1_P,25,1.5,0.133,0.538,+
CEBPZ_P,77,1.5,0.134,0.538,+
CDC42SE2_P,55,1.5,0.134,0.538,+
ZNRD1_P,45,1.5,0.135,0.54,+
ITGB5_P,30,1.49,0.135,0.54,+
PURA_P,70,1.49,0.136,0.541,+
ADGRL4_P,52,1.49,0.136,0.541,+
ARHGEF7_P,38,1.49,0.136,0.542,+
MED15_P,227,1.49,0.137,0.542,+
ACAP1_P,48,1.49,0.138,0.542,+
CNOT7_P,53,1.48,0.138,0.542,+
SMAP1_P,58,1.48,0.138,0.543,+
ATF2_P,96,1.48,0.139,0.544,+
MAP4K3_P,57,1.48,0.139,0.544,+
GRK5_P,53,1.48,0.139,0.544,+
CASP10_P,42,1.48,0.14,0.544,+
MCM4_P,68,1.48,0.14,0.545,+
NRAS_P,45,1.47,0.141,0.546,+
UIMC1_P,42,1.47,0.141,0.546,+
ASCC3_P,89,1.47,0.142,0.546,+
LRP1_P,69,1.47,0.142,0.546,+
APBB2_P,25,1.46,0.143,0.546,+
CAMK1_P,28,1.46,0.143,0.546,+
CALR_P,46,1.46,0.144,0.546,+
FAM175A_P,89,1.46,0.144,0.546,+
ERCC3_P,83,1.46,0.145,0.549,+
CCNA2_P,52,1.44,0.149,0.559,+
TBC1D2B_P,58,1.44,0.149,0.56,+
TSC22D3_P,75,1.44,0.15,0.562,+
RAB24_P,74,1.44,0.151,0.562,+
DPYSL3_P,40,1.44,0.151,0.562,+
CAD_P,71,1.43,0.153,0.566,+
FGFR1OP_P,30,1.43,0.153,0.567,+
CBX2_P,87,1.43,0.154,0.567,+
EPC1_P,96,1.42,0.156,0.573,+
ATM_P,168,1.42,0.157,0.574,+
PSMC3_P,83,1.41,0.158,0.575,+
SRFBP1_P,62,1.41,0.159,0.575,+
TMX1_P,40,1.41,0.159,0.575,+
SEC14L2_P,115,1.41,0.159,0.575,+
MKL1_P,111,1.41,0.16,0.575,+
TCF4_P,117,1.41,0.16,0.575,+
DNAJB6_P,144,1.4,0.16,0.575,+
ECE1_P,28,1.4,0.161,0.576,+
S100A11_P,55,1.4,0.161,0.576,+
CALCRL_P,39,1.4,0.163,0.578,+
CAND1_P,216,1.4,0.163,0.578,+
HOMER3_P,31,1.39,0.163,0.578,+
MORF4L2_P,97,1.39,0.164,0.58,+
CANT1_P,93,1.39,0.165,0.581,+
TAF5_P,51,1.39,0.165,0.581,+
HSF1_P,33,1.39,0.165,0.582,+
IGBP1_P,50,1.38,0.168,0.584,+
XPC_P,34,1.38,0.169,0.584,+
TBC1D10B_P,32,1.38,0.169,0.584,+
ARHGEF1_P,99,1.37,0.17,0.584,+
LBH_P,154,1.37,0.17,0.584,+
PRMT1_P,61,1.37,0.171,0.584,+
BRAP_P,42,1.37,0.171,0.584,+
ELF2_P,35,1.36,0.174,0.588,+
CXCR4_P,39,1.35,0.177,0.59,+
SARNP_P,60,1.35,0.178,0.59,+
SGF29_P,56,1.34,0.18,0.59,+
BTF3_P,86,1.34,0.18,0.59,+
CDC37_P,99,1.34,0.18,0.59,+
ARL4C_P,48,1.34,0.18,0.59,+
SIVA1_P,32,1.34,0.181,0.59,+
UBE2B_P,58,1.34,0.181,0.59,+
IRF2BP2_P,103,1.34,0.182,0.59,+
PPP4C_P,52,1.34,0.182,0.59,+
TXNRD1_P,29,1.34,0.182,0.59,+
DRAP1_P,144,1.33,0.182,0.59,+
DAPK3_P,57,1.33,0.183,0.59,+
HDAC7_P,249,1.33,0.184,0.59,+
DNTTIP2_P,106,1.33,0.184,0.59,+
M6PR_P,36,1.33,0.184,0.59,+
DCAF6_P,94,1.33,0.185,0.59,+
JAK3_P,42,1.33,0.185,0.59,+
PPP2R5A_P,27,1.32,0.187,0.594,+
RASAL2_P,46,1.32,0.187,0.594,+
CSNK2B_P,67,1.32,0.187,0.594,+
ITGAL_P,40,1.31,0.189,0.597,+
ZNF48_P,41,1.31,0.192,0.601,+
CCM2_P,103,1.31,0.192,0.601,+
DDX10_P,46,1.31,0.192,0.601,+
TIAL1_P,38,1.3,0.192,0.601,+
ARAP3_P,36,1.3,0.192,0.601,+
MECP2_P,53,1.3,0.193,0.601,+
ZFAND1_P,103,1.3,0.194,0.603,+
KDM2B_P,133,1.3,0.194,0.603,+
MSH6_P,43,1.3,0.195,0.604,+
APBB1IP_P,42,1.29,0.197,0.608,+
ARHGEF10_P,39,1.29,0.197,0.608,+
ANKZF1_P,51,1.29,0.198,0.609,+
PDAP1_P,27,1.28,0.199,0.609,+
PRKAG1_P,30,1.28,0.199,0.609,+
CSNK1A1_P,25,1.28,0.2,0.609,+
ZNF25_P,74,1.28,0.2,0.609,+
PLEKHG1_P,42,1.28,0.201,0.609,+
GTF2F1_P,50,1.27,0.202,0.609,+
PIK3CA_P,42,1.27,0.203,0.609,+
RASA2_P,54,1.27,0.203,0.609,+
HDAC10_P,188,1.27,0.203,0.609,+
CARHSP1_P,87,1.27,0.204,0.609,+
SH3GL1_P,125,1.27,0.204,0.609,+
PPP2R2D_P,29,1.27,0.204,0.609,+
DDX20_P,88,1.27,0.204,0.609,+
CBFB_P,85,1.27,0.205,0.609,+
PAK1IP1_P,124,1.27,0.206,0.609,+
NLRP1_P,91,1.27,0.206,0.609,+
RHBDL2_P,26,1.26,0.207,0.611,+
TTF2_P,67,1.26,0.207,0.612,+
GNG11_P,25,1.26,0.208,0.613,+
AFF4_P,39,1.26,0.209,0.615,+
NONO_P,103,1.25,0.21,0.616,+
MTSS1L_P,30,1.25,0.211,0.616,+
SH3BP2_P,54,1.25,0.211,0.616,+
RASSF4_P,55,1.25,0.211,0.616,+
HAT1_P,96,1.24,0.214,0.618,+
PLCG1_P,40,1.24,0.214,0.618,+
CD40_P,33,1.24,0.214,0.618,+
ZNF280C_P,52,1.24,0.214,0.618,+
CNTNAP1_P,44,1.24,0.215,0.618,+
KDM5C_P,52,1.24,0.216,0.618,+
ARHGEF2_P,58,1.24,0.216,0.618,+
STK17A_P,47,1.23,0.217,0.618,+
HIF1AN_P,89,1.23,0.217,0.618,+
LRRK2_P,84,1.23,0.218,0.618,+
BTAF1_P,69,1.23,0.218,0.618,+
FARP1_P,75,1.23,0.219,0.618,+
PAX2_P,139,1.23,0.219,0.618,+
ARRB1_P,28,1.23,0.219,0.618,+
SCG2_P,27,1.23,0.22,0.618,+
INPP4A_P,72,1.23,0.22,0.618,+
STK38_P,35,1.22,0.223,0.619,+
TBC1D22B_P,39,1.22,0.223,0.619,+
AR_P,122,1.22,0.224,0.62,+
NFATC2IP_P,45,1.22,0.224,0.62,+
PLEKHM1_P,89,1.2,0.229,0.628,+
ELMSAN1_P,82,1.2,0.229,0.628,+
ARHGEF15_P,32,1.2,0.229,0.628,+
INPP5B_P,42,1.2,0.229,0.628,+
RELB_P,33,1.19,0.233,0.634,+
RNF2_P,135,1.19,0.234,0.636,+
ITGA3_P,36,1.19,0.235,0.636,+
SUB1_P,78,1.19,0.236,0.636,+
PDK1_P,74,1.18,0.236,0.636,+
KDR_P,50,1.18,0.236,0.636,+
TNK1_P,61,1.18,0.236,0.636,+
MAP3K2_P,86,1.18,0.236,0.636,+
IRF5_P,89,1.18,0.237,0.637,+
IPO7_P,87,1.18,0.238,0.637,+
CX3CL1_P,48,1.18,0.238,0.638,+
INSR_P,28,1.18,0.239,0.638,+
ZFHX3_P,69,1.18,0.239,0.638,+
PLXNC1_P,25,1.18,0.24,0.638,+
ITGA1_P,43,1.17,0.241,0.638,+
HELZ_P,77,1.17,0.241,0.638,+
RAN_P,69,1.17,0.242,0.639,+
RNF14_P,48,1.17,0.243,0.64,+
CENPB_P,77,1.16,0.244,0.64,+
PPP2R5C_P,125,1.16,0.244,0.64,+
MAP3K3_P,40,1.16,0.244,0.64,+
PER3_P,42,1.16,0.245,0.64,+
LZTR1_P,53,1.16,0.245,0.64,+
PLEKHG2_P,92,1.16,0.245,0.64,+
STMN3_P,58,1.16,0.247,0.644,+
FLT4_P,38,1.16,0.248,0.644,+
MEF2C_P,61,1.15,0.248,0.644,+
JAK2_P,66,1.15,0.248,0.644,+
ARAP1_P,32,1.15,0.249,0.644,+
ARHGAP31_P,28,1.15,0.249,0.644,+
AGO2_P,74,1.15,0.252,0.647,+
SKAP2_P,46,1.15,0.252,0.647,+
PLRG1_P,38,1.14,0.253,0.647,+
BLZF1_P,62,1.14,0.253,0.647,+
TRIM25_P,28,1.14,0.253,0.647,+
TP53BP1_P,51,1.14,0.255,0.649,+
ARF5_P,64,1.14,0.255,0.649,+
IRF3_P,130,1.13,0.257,0.649,+
VPS72_P,27,1.13,0.257,0.649,+
ING3_P,79,1.13,0.257,0.649,+
PRDM10_P,42,1.13,0.257,0.649,+
RTN2_P,37,1.13,0.259,0.649,+
SIRT6_P,164,1.13,0.259,0.649,+
RPL22_P,82,1.13,0.259,0.649,+
YOD1_P,34,1.13,0.259,0.649,+
PPIC_P,66,1.12,0.261,0.65,+
NKIRAS2_P,26,1.12,0.261,0.65,+
TRIP4_P,187,1.12,0.262,0.651,+
SRA1_P,93,1.12,0.263,0.652,+
MAGED1_P,92,1.12,0.265,0.652,+
PPP3CB_P,25,1.12,0.265,0.652,+
ZNF217_P,42,1.11,0.265,0.652,+
NUP62_P,56,1.11,0.266,0.652,+
HNRNPD_P,81,1.11,0.266,0.652,+
ABLIM3_P,1076,1.11,0.267,0.654,+
KDM4B_P,117,1.11,0.269,0.657,+
IRF4_P,42,1.1,0.27,0.658,+
DR1_P,125,1.1,0.272,0.658,+
AKT1S1_P,49,1.1,0.272,0.658,+
CNIH4_P,42,1.1,0.272,0.658,+
TNFRSF10A_P,41,1.1,0.273,0.658,+
SERGEF_P,27,1.09,0.274,0.659,+
PHIP_P,39,1.09,0.275,0.661,+
WHSC1_P,95,1.09,0.276,0.662,+
CREB5_P,71,1.09,0.276,0.662,+
TRIM22_P,88,1.09,0.277,0.662,+
SMARCA5_P,122,1.09,0.277,0.662,+
TAF7_P,61,1.09,0.277,0.662,+
CHD4_P,49,1.09,0.278,0.662,+
ZNF22_P,68,1.08,0.278,0.662,+
GAB2_P,28,1.08,0.279,0.662,+
NECTIN2_P,60,1.08,0.279,0.662,+
NRBF2_P,134,1.08,0.279,0.662,+
ZYX_P,69,1.08,0.28,0.662,+
TADA1_P,47,1.08,0.281,0.662,+
MCM5_P,161,1.08,0.281,0.662,+
EIF2A_P,43,1.08,0.281,0.662,+
BCL10_P,36,1.08,0.282,0.663,+
MIER1_P,43,1.08,0.282,0.663,+
SIRT2_P,132,1.07,0.284,0.664,+
CNOT8_P,69,1.07,0.284,0.664,+
LIMK1_P,128,1.07,0.284,0.664,+
IKBKE_P,34,1.07,0.284,0.664,+
GCLC_P,229,1.07,0.285,0.664,+
NSMCE1_P,57,1.07,0.286,0.664,+
PCBP1_P,31,1.07,0.286,0.664,+
NFKB1_P,42,1.06,0.288,0.666,+
ZFP64_P,48,1.06,0.289,0.669,+
TAX1BP3_P,53,1.06,0.29,0.669,+
TFRC_P,36,1.06,0.291,0.67,+
GMPS_P,73,1.05,0.292,0.672,+
E2F4_P,31,1.05,0.292,0.672,+
BCL9L_P,33,1.05,0.292,0.673,+
AIP_P,61,1.05,0.294,0.674,+
LIN54_P,59,1.05,0.294,0.674,+
SAP18_P,128,1.05,0.294,0.674,+
ZFC3H1_P,60,1.05,0.295,0.674,+
ZNF691_P,39,1.05,0.295,0.675,+
TBC1D15_P,66,1.04,0.297,0.677,+
DGKH_P,26,1.04,0.3,0.679,+
DGKA_P,42,1.04,0.3,0.679,+
MED14_P,30,1.04,0.301,0.679,+
MTDH_P,76,1.03,0.302,0.68,+
ZNF639_P,34,1.03,0.302,0.68,+
PQBP1_P,94,1.03,0.302,0.68,+
RHOA_P,54,1.03,0.303,0.68,+
MAP2K7_P,66,1.03,0.304,0.682,+
NOLC1_P,69,1.03,0.305,0.682,+
EML4_P,49,1.03,0.305,0.682,+
MYO9B_P,46,1.03,0.305,0.682,+
PADI4_P,73,1.02,0.306,0.682,+
