Regulon,Size,NES,p.value,FDR,Sign
PARP1_P,77,2.98,0.00288,0.0916,+
ZNF623_P,89,2.98,0.0029,0.0916,+
WHSC1_P,69,2.98,0.00292,0.0916,+
TTK_P,38,2.97,0.00297,0.0916,+
MCM7_P,162,2.97,0.00301,0.0916,+
RBL1_P,86,2.96,0.0031,0.0916,+
MCM6_P,181,2.96,0.00311,0.0916,+
PPT1_P,78,2.95,0.00321,0.0938,+
TFDP1_P,34,2.94,0.00325,0.094,+
FANCE_P,26,2.93,0.00339,0.0944,+
NONO_P,55,2.91,0.0036,0.095,+
ILF2_P,312,2.9,0.00371,0.095,+
FANCD2_P,25,2.9,0.00375,0.095,+
NOLC1_P,56,2.9,0.00377,0.095,+
PRKDC_P,131,2.89,0.00387,0.095,+
MAZ_P,89,2.88,0.00398,0.095,+
ADM_P,29,2.88,0.00403,0.095,+
CENPK_P,277,2.88,0.00403,0.095,+
TFAP2C_P,83,2.87,0.00408,0.095,+
SNW1_P,176,2.87,0.0041,0.095,+
KRT17_P,83,2.87,0.00414,0.095,+
CARM1_P,72,2.87,0.00416,0.095,+
ERCC3_P,115,2.86,0.0042,0.095,+
SLC7A1_P,44,2.86,0.00422,0.095,+
MCM5_P,61,2.86,0.00428,0.0951,+
PAK1IP1_P,74,2.85,0.00434,0.0955,+
YBX1_P,46,2.85,0.00436,0.0955,+
RANBP1_P,63,2.85,0.0044,0.0958,+
HMGB2_P,104,2.85,0.00443,0.0959,+
EIF2AK4_P,74,2.84,0.00455,0.0971,+
CCNE1_P,48,2.83,0.00465,0.0979,+
PCNA_P,44,2.82,0.00478,0.0985,+
RASAL1_P,33,2.81,0.00488,0.0988,+
PTHLH_P,98,2.81,0.00497,0.0999,+
U2AF2_P,62,2.78,0.00539,0.107,+
DNMT1_P,67,2.78,0.00545,0.107,+
GSG2_P,25,2.77,0.00559,0.109,+
ECT2_P,69,2.77,0.00563,0.109,+
RARG_P,52,2.76,0.00577,0.111,+
WDR12_P,77,2.74,0.00611,0.117,+
ACTB_P,88,2.72,0.00648,0.123,+
MEN1_P,46,2.71,0.0067,0.125,+
FANCG_P,33,2.71,0.00678,0.126,+
FANCA_P,38,2.7,0.00691,0.128,+
GMNN_P,392,2.7,0.00704,0.129,+
SFN_P,117,2.68,0.00739,0.134,+
ZDHHC21_P,185,2.67,0.00753,0.135,+
PTTG1_P,176,2.67,0.00755,0.135,+
YARS_P,33,2.67,0.00762,0.136,+
BAZ1A_P,37,2.66,0.00772,0.137,+
DVL3_P,89,2.66,0.00777,0.137,+
CDYL_P,114,2.66,0.0079,0.139,+
PHF21A_P,43,2.65,0.00799,0.139,+
GABPB1_P,104,2.65,0.00813,0.14,+
PRMT5_P,74,2.64,0.0083,0.141,+
MCM2_P,276,2.63,0.00859,0.145,+
NKRF_P,85,2.63,0.00863,0.145,+
SLC35B2_P,38,2.62,0.00891,0.147,+
RAC3_P,33,2.61,0.00901,0.148,+
DUSP9_P,39,2.61,0.00909,0.149,+
MSH6_P,62,2.6,0.0092,0.149,+
MSH2_P,126,2.6,0.00927,0.149,+
PSMC5_P,159,2.59,0.00966,0.154,+
EZH2_P,54,2.58,0.00982,0.155,+
PDK1_P,37,2.55,0.0109,0.165,+
BRCA1_P,46,2.55,0.0109,0.165,+
PRDX4_P,89,2.54,0.0109,0.165,+
LTBR_P,51,2.54,0.011,0.166,+
THOP1_P,75,2.54,0.0111,0.167,+
JAG1_P,36,2.53,0.0113,0.168,+
POLR3G_P,113,2.52,0.0116,0.168,+
TRPV4_P,48,2.52,0.0117,0.168,+
PREB_P,133,2.52,0.0117,0.168,+
CELSR2_P,55,2.52,0.0118,0.169,+
TCEB1_P,263,2.51,0.012,0.171,+
ZRANB3_P,89,2.49,0.0127,0.177,+
CHEK2_P,65,2.49,0.0128,0.178,+
KDM1A_P,96,2.47,0.0134,0.183,+
SAV1_P,62,2.47,0.0135,0.183,+
HOXB7_P,43,2.47,0.0136,0.183,+
YWHAG_P,40,2.47,0.0137,0.183,+
CDC5L_P,48,2.46,0.0137,0.183,+
POLE_P,112,2.46,0.0138,0.184,+
SMARCC1_P,106,2.45,0.0143,0.187,+
YEATS4_P,214,2.44,0.0148,0.192,+
PHF5A_P,302,2.43,0.015,0.193,+
HNRNPAB_P,37,2.43,0.0151,0.193,+
MED29_P,74,2.42,0.0157,0.199,+
BZW1_P,159,2.41,0.016,0.202,+
RAN_P,259,2.41,0.0161,0.202,+
SH3BP1_P,61,2.4,0.0163,0.204,+
ITGB4_P,106,2.4,0.0164,0.204,+
RFX7_P,78,2.4,0.0165,0.204,+
PKP1_P,134,2.39,0.0166,0.205,+
HMGA2_P,65,2.38,0.0174,0.213,+
CENPU_P,94,2.36,0.0182,0.22,+
PC_P,42,2.36,0.0184,0.221,+
ZNF106_P,198,2.36,0.0185,0.221,+
MYC_P,86,2.35,0.0187,0.223,+
UBE2L3_P,104,2.34,0.0193,0.226,+
BUD31_P,119,2.34,0.0195,0.228,+
PHB2_P,116,2.33,0.0198,0.23,+
DAP3_P,51,2.33,0.0199,0.23,+
DMRTA2_P,26,2.33,0.0199,0.23,+
YWHAZ_P,77,2.32,0.0202,0.231,+
ZNF622_P,78,2.31,0.0208,0.233,+
MYO9B_P,114,2.31,0.0211,0.235,+
KHDRBS1_P,66,2.29,0.0219,0.239,+
CDCA7_P,121,2.29,0.0219,0.239,+
SNF8_P,125,2.29,0.0221,0.241,+
POLD1_P,44,2.28,0.0226,0.243,+
TAF2_P,113,2.27,0.0232,0.248,+
HSPE1_P,72,2.27,0.0234,0.249,+
XPR1_P,26,2.26,0.0238,0.252,+
UTP11_P,31,2.26,0.024,0.253,+
ARHGEF19_P,71,2.25,0.0245,0.256,+
CCNH_P,151,2.25,0.0246,0.256,+
NLE1_P,44,2.25,0.0248,0.256,+
SUV39H1_P,73,2.24,0.0252,0.257,+
TGS1_P,39,2.24,0.0254,0.258,+
C1QBP_P,270,2.23,0.0257,0.26,+
XPO1_P,54,2.23,0.0259,0.26,+
PTPRF_P,59,2.22,0.0265,0.264,+
TRIM29_P,132,2.22,0.0267,0.264,+
HDAC2_P,101,2.22,0.0267,0.264,+
RAB3D_P,53,2.22,0.0268,0.264,+
SIAH2_P,101,2.21,0.0268,0.264,+
ABT1_P,43,2.21,0.027,0.264,+
ENY2_P,154,2.21,0.0272,0.265,+
HSPB1_P,51,2.2,0.0275,0.266,+
TFB1M_P,78,2.2,0.028,0.27,+
GTF2A2_P,188,2.19,0.0282,0.27,+
FAF1_P,63,2.19,0.0285,0.271,+
POLR3K_P,119,2.19,0.0288,0.273,+
TFAM_P,166,2.18,0.0295,0.276,+
HSPA5_P,46,2.17,0.0296,0.276,+
DHCR24_P,44,2.17,0.0297,0.276,+
PHF12_P,45,2.16,0.0308,0.283,+
WSB2_P,61,2.15,0.0317,0.285,+
PLXNB3_P,28,2.15,0.0318,0.285,+
ITGB8_P,46,2.15,0.0318,0.285,+
FZD6_P,38,2.14,0.0324,0.287,+
PRDM2_P,153,2.13,0.0332,0.29,+
RAP2B_P,47,2.12,0.0337,0.292,+
TIAM1_P,54,2.12,0.0342,0.294,+
EIF2AK2_P,62,2.11,0.0348,0.297,+
ERO1A_P,72,2.1,0.0357,0.301,+
AEBP2_P,72,2.09,0.0362,0.301,+
MARK2_P,65,2.09,0.0363,0.301,+
EPHA1_P,58,2.09,0.0365,0.301,+
GRHL3_P,146,2.09,0.0366,0.301,+
NUP62_P,53,2.09,0.0366,0.301,+
DPF2_P,32,2.08,0.0373,0.304,+
XRN2_P,137,2.08,0.0375,0.304,+
BARD1_P,55,2.07,0.0384,0.308,+
SFPQ_P,108,2.06,0.0391,0.312,+
MLH1_P,31,2.06,0.0392,0.312,+
NPM1_P,73,2.06,0.0392,0.312,+
ZFAND5_P,169,2.06,0.0394,0.312,+
PITX1_P,181,2.06,0.0395,0.312,+
TP53_P,28,2.05,0.0404,0.318,+
MED8_P,100,2.05,0.0405,0.318,+
YY1_P,87,2.05,0.0406,0.318,+
EPC1_P,202,2.04,0.0411,0.32,+
DGKA_P,62,2.04,0.0412,0.32,+
ATXN7L3_P,165,2.04,0.0415,0.32,+
PDAP1_P,27,2.04,0.0416,0.32,+
IGFBP2_P,28,2.04,0.0417,0.32,+
MRPL12_P,489,2.04,0.0418,0.32,+
WISP1_P,27,2.03,0.042,0.32,+
DDX10_P,33,2.03,0.0421,0.32,+
TMPO_P,132,2.03,0.0423,0.32,+
PHB_P,176,2.03,0.0425,0.321,+
AC013461.1_P,30,2.02,0.0434,0.325,+
RAB1A_P,46,2.02,0.0439,0.326,+
ELK1_P,43,2.02,0.0439,0.326,+
RAD9A_P,98,2.01,0.044,0.326,+
MARK1_P,56,2.01,0.0443,0.327,+
AHCTF1_P,142,2.01,0.0448,0.328,+
ZFYVE19_P,76,2.01,0.0448,0.328,+
PRKAB2_P,27,2.01,0.0449,0.328,+
MAP2K1_P,39,2,0.045,0.328,+
TARBP2_P,174,2,0.0452,0.328,+
EPHB3_P,70,2,0.0453,0.328,+
TXNDC17_P,118,2,0.0455,0.328,+
FH_P,38,2,0.0455,0.328,+
FGFBP1_P,28,2,0.0456,0.328,+
RPN1_P,79,1.99,0.0465,0.331,+
CD274_P,60,1.99,0.0468,0.332,+
CLP1_P,62,1.99,0.0471,0.333,+
CDKN2A_P,61,1.98,0.048,0.338,+
CNOT4_P,154,1.97,0.0489,0.342,+
POLR3C_P,85,1.97,0.0491,0.342,+
KDM4C_P,164,1.96,0.0498,0.344,+
ZCCHC9_P,42,1.96,0.0498,0.344,+
EEF1E1_P,37,1.96,0.0503,0.345,+
MAP2K4_P,32,1.95,0.0508,0.346,+
ILF3_P,95,1.95,0.0512,0.347,+
ACKR3_P,32,1.95,0.0515,0.348,+
S100A11_P,55,1.95,0.0516,0.348,+
DERL1_P,63,1.94,0.0521,0.349,+
BRIP1_P,89,1.94,0.0521,0.349,+
SIX1_P,77,1.94,0.0528,0.353,+
PPP4C_P,141,1.93,0.053,0.353,+
CRK_P,77,1.93,0.053,0.353,+
CFL1_P,142,1.93,0.0532,0.353,+
TAF4_P,62,1.93,0.0541,0.357,+
PLEKHG3_P,44,1.92,0.0543,0.358,+
PTPRZ1_P,88,1.92,0.0548,0.36,+
NCS1_P,39,1.92,0.055,0.361,+
PAX9_P,167,1.92,0.0552,0.362,+
PDK3_P,28,1.91,0.0561,0.366,+
SLIRP_P,223,1.91,0.0562,0.366,+
ATP2A2_P,35,1.91,0.0565,0.367,+
FUBP1_P,63,1.91,0.0565,0.367,+
MYNN_P,164,1.9,0.0568,0.368,+
TFAP2A_P,209,1.9,0.0568,0.368,+
MED19_P,97,1.9,0.0579,0.372,+
E2F3_P,82,1.89,0.0583,0.373,+
GTF2H3_P,155,1.89,0.0584,0.373,+
RTKN_P,25,1.89,0.0588,0.374,+
TNFRSF18_P,35,1.89,0.0589,0.374,+
AATF_P,84,1.87,0.0611,0.384,+
SIN3A_P,78,1.87,0.0612,0.384,+
APEX1_P,74,1.87,0.0613,0.384,+
COPRS_P,152,1.87,0.0614,0.384,+
FBXW4_P,106,1.87,0.0616,0.384,+
LRP8_P,29,1.87,0.0619,0.384,+
PPP2R2C_P,35,1.87,0.0619,0.384,+
SUV39H2_P,247,1.87,0.062,0.384,+
RAB5C_P,38,1.87,0.0621,0.384,+
SH3GL1_P,39,1.86,0.0626,0.384,+
GRHL2_P,188,1.86,0.0626,0.384,+
MED31_P,63,1.86,0.0627,0.384,+
SRGAP3_P,58,1.86,0.0628,0.384,+
H2AFX_P,44,1.86,0.0628,0.384,+
PRMT1_P,80,1.86,0.0631,0.384,+
MSN_P,43,1.86,0.0631,0.384,+
ZDHHC5_P,66,1.86,0.0632,0.384,+
CSK_P,44,1.86,0.0634,0.384,+
CXXC5_P,148,1.86,0.0635,0.384,+
NOTCH3_P,91,1.85,0.0639,0.385,+
UBR5_P,75,1.85,0.0643,0.387,+
RABIF_P,59,1.85,0.0645,0.387,+
HSF1_P,125,1.85,0.0646,0.387,+
PSMC3_P,55,1.85,0.0649,0.387,+
ADGRG1_P,37,1.84,0.0651,0.388,+
ZNHIT3_P,155,1.84,0.0654,0.388,+
ITGB5_P,83,1.84,0.0655,0.388,+
TAF6_P,61,1.84,0.0663,0.389,+
ASCC3_P,134,1.84,0.0663,0.389,+
ARHGEF5_P,80,1.83,0.0667,0.389,+
MRPL28_P,129,1.83,0.0668,0.389,+
PDCD11_P,43,1.83,0.067,0.389,+
DFFA_P,63,1.83,0.0672,0.389,+
CCDC59_P,249,1.83,0.0672,0.389,+
MED10_P,1141,1.83,0.0672,0.389,+
ZHX2_P,62,1.83,0.0675,0.39,+
LRP12_P,47,1.82,0.0684,0.393,+
SUDS3_P,61,1.82,0.0687,0.394,+
RUVBL2_P,157,1.82,0.0689,0.395,+
SDHC_P,120,1.81,0.0696,0.397,+
RABL3_P,68,1.81,0.0698,0.397,+
SND1_P,124,1.81,0.0698,0.397,+
PCGF6_P,31,1.81,0.07,0.397,+
THRAP3_P,189,1.81,0.0703,0.397,+
MYBBP1A_P,156,1.81,0.0706,0.398,+
TXNDC12_P,33,1.81,0.0708,0.399,+
TOPORS_P,178,1.8,0.0714,0.4,+
RBM14_P,49,1.8,0.0717,0.4,+
USP16_P,101,1.8,0.0722,0.4,+
ELK4_P,92,1.8,0.0722,0.4,+
ZNF703_P,118,1.8,0.0722,0.4,+
CD3EAP_P,37,1.8,0.0723,0.4,+
ZNF385A_P,63,1.8,0.0724,0.4,+
ATP2C1_P,50,1.8,0.0724,0.4,+
NPAS2_P,82,1.8,0.0726,0.4,+
MORC2_P,242,1.79,0.0728,0.4,+
PTPN2_P,27,1.78,0.0744,0.405,+
TCF3_P,104,1.78,0.0757,0.407,+
FRYL_P,139,1.77,0.0762,0.407,+
YPEL5_P,75,1.77,0.0765,0.407,+
BAIAP2L1_P,42,1.77,0.0774,0.409,+
AFF4_P,209,1.77,0.0775,0.409,+
JUP_P,395,1.76,0.0778,0.409,+
PDIA3_P,33,1.76,0.078,0.409,+
CDK12_P,129,1.76,0.0788,0.411,+
GLRX2_P,110,1.76,0.0788,0.411,+
CBX2_P,157,1.76,0.079,0.411,+
ELL_P,86,1.75,0.0793,0.412,+
NAA15_P,76,1.75,0.0795,0.412,+
SOX4_P,59,1.75,0.0802,0.415,+
TCERG1_P,100,1.75,0.0804,0.416,+
RPS6KB2_P,103,1.75,0.0806,0.416,+
HIF1A_P,119,1.74,0.0813,0.417,+
RBM15_P,70,1.74,0.0819,0.417,+
ZSCAN29_P,31,1.74,0.0822,0.417,+
HMGN1_P,89,1.74,0.0824,0.417,+
KLF16_P,129,1.74,0.0824,0.417,+
CHST11_P,27,1.74,0.0827,0.417,+
ZNHIT6_P,50,1.73,0.0832,0.417,+
TTF1_P,84,1.73,0.0832,0.417,+
ESF1_P,275,1.73,0.0833,0.417,+
KLF4_P,71,1.73,0.0834,0.417,+
MED27_P,116,1.73,0.0834,0.417,+
CNBP_P,61,1.73,0.0834,0.417,+
EIF2A_P,70,1.73,0.0835,0.417,+
CEBPG_P,46,1.73,0.0835,0.417,+
SSRP1_P,143,1.73,0.0839,0.418,+
ARHGAP4_P,32,1.72,0.0851,0.422,+
BNC1_P,102,1.72,0.0854,0.422,+
ARFRP1_P,84,1.72,0.0854,0.422,+
IRF6_P,100,1.72,0.0854,0.422,+
TPD52L1_P,56,1.72,0.0855,0.422,+
RHEB_P,95,1.72,0.0857,0.422,+
ZMYM1_P,88,1.72,0.0859,0.422,+
UBE2N_P,84,1.72,0.086,0.422,+
CEBPZ_P,137,1.71,0.0868,0.425,+
RAB3B_P,57,1.71,0.0876,0.427,+
CBFA2T3_P,41,1.71,0.0879,0.427,+
TP63_P,300,1.71,0.088,0.427,+
ZCRB1_P,56,1.7,0.0884,0.428,+
GSPT1_P,63,1.7,0.0885,0.428,+
PBRM1_P,268,1.7,0.0889,0.429,+
VGLL4_P,103,1.7,0.0893,0.429,+
ZNF217_P,83,1.7,0.0893,0.429,+
MMP14_P,222,1.7,0.0895,0.429,+
TRIO_P,88,1.7,0.09,0.429,+
CCAR1_P,70,1.7,0.09,0.429,+
SMC1A_P,85,1.7,0.0901,0.429,+
ZNRD1_P,124,1.69,0.0905,0.43,+
CYP26A1_P,82,1.69,0.0908,0.43,+
SUB1_P,151,1.69,0.0909,0.43,+
ANGPTL4_P,57,1.69,0.0909,0.43,+
RBAK_P,67,1.69,0.0918,0.431,+
TYRO3_P,29,1.68,0.0925,0.431,+
PLD2_P,42,1.68,0.0928,0.431,+
TRPS1_P,60,1.68,0.0928,0.431,+
PLD1_P,55,1.68,0.0939,0.431,+
G3BP1_P,53,1.67,0.0948,0.434,+
ZNF598_P,115,1.67,0.0957,0.436,+
ARF5_P,57,1.66,0.0976,0.441,+
CREBBP_P,82,1.66,0.0977,0.441,+
PRKCSH_P,66,1.66,0.0977,0.441,+
ARL4C_P,39,1.66,0.0977,0.441,+
HAT1_P,127,1.65,0.0988,0.445,+
STK38L_P,53,1.65,0.0997,0.448,+
CORO2A_P,30,1.64,0.1,0.449,+
HNRNPK_P,36,1.64,0.1,0.449,+
TAF10_P,118,1.64,0.101,0.45,+
RAB38_P,49,1.64,0.101,0.45,+
ZBTB8OS_P,120,1.63,0.103,0.457,+
SNAPC1_P,119,1.63,0.104,0.457,+
STK4_P,30,1.62,0.104,0.458,+
RAB14_P,58,1.62,0.105,0.459,+
PNN_P,143,1.62,0.105,0.459,+
RINT1_P,48,1.62,0.106,0.459,+
CALR_P,74,1.62,0.106,0.459,+
SRSF3_P,150,1.61,0.106,0.459,+
ARFGAP3_P,56,1.61,0.107,0.459,+
ZNF593_P,247,1.61,0.107,0.459,+
RNF138_P,59,1.61,0.107,0.459,+
ZBTB7B_P,100,1.61,0.107,0.46,+
ZNF750_P,73,1.61,0.108,0.46,+
CBX3_P,161,1.61,0.108,0.461,+
ZNF326_P,88,1.61,0.108,0.461,+
HMGN2_P,113,1.6,0.109,0.461,+
EDARADD_P,47,1.6,0.109,0.461,+
FOSL1_P,171,1.6,0.109,0.461,+
CRABP2_P,35,1.6,0.109,0.461,+
RHBDL2_P,32,1.6,0.11,0.463,+
EYA3_P,91,1.6,0.11,0.465,+
CKS2_P,70,1.6,0.111,0.465,+
RERE_P,216,1.59,0.111,0.466,+
ZDHHC18_P,64,1.59,0.111,0.467,+
AIFM1_P,40,1.59,0.112,0.467,+
ZNF436_P,54,1.59,0.112,0.468,+
SMC3_P,43,1.59,0.112,0.468,+
RAB10_P,49,1.59,0.113,0.468,+
YY1AP1_P,58,1.58,0.113,0.469,+
RUNX2_P,106,1.58,0.113,0.469,+
NFYB_P,101,1.58,0.114,0.47,+
MUL1_P,80,1.58,0.115,0.471,+
ARHGAP32_P,43,1.58,0.115,0.471,+
TRIM28_P,46,1.57,0.116,0.474,+
MNAT1_P,48,1.57,0.116,0.475,+
LEF1_P,76,1.57,0.117,0.475,+
IDH1_P,44,1.57,0.117,0.475,+
CLIC1_P,155,1.57,0.117,0.475,+
MTA1_P,100,1.57,0.117,0.476,+
CCNK_P,107,1.57,0.117,0.476,+
RUNX1_P,117,1.56,0.119,0.48,+
MED14_P,30,1.56,0.119,0.482,+
SENP1_P,48,1.56,0.12,0.482,+
TBPL1_P,162,1.55,0.12,0.483,+
TAF5_P,38,1.55,0.121,0.483,+
MTF2_P,66,1.55,0.122,0.487,+
RALGPS2_P,36,1.55,0.122,0.487,+
TENM2_P,64,1.54,0.123,0.489,+
OSTF1_P,145,1.54,0.123,0.489,+
IRS4_P,34,1.54,0.123,0.489,+
PCGF5_P,193,1.54,0.123,0.49,+
TAF5L_P,83,1.54,0.124,0.491,+
ZCCHC17_P,71,1.54,0.124,0.491,+
RTF1_P,62,1.54,0.124,0.492,+
LIMK1_P,76,1.53,0.126,0.494,+
DRAP1_P,166,1.53,0.127,0.496,+
NOC2L_P,225,1.52,0.127,0.497,+
EYA2_P,198,1.52,0.128,0.497,+
ZNF274_P,44,1.52,0.128,0.497,+
HES1_P,56,1.52,0.128,0.497,+
PRAME_P,35,1.52,0.128,0.497,+
ARHGEF11_P,62,1.52,0.128,0.497,+
SUPT4H1_P,153,1.52,0.128,0.497,+
CSNK2B_P,58,1.52,0.129,0.497,+
ITGBL1_P,41,1.52,0.129,0.498,+
FOXK1_P,72,1.52,0.129,0.499,+
NACC1_P,114,1.51,0.13,0.499,+
LOXL2_P,346,1.51,0.13,0.499,+
CHD4_P,130,1.51,0.131,0.499,+
ITGA11_P,47,1.51,0.131,0.499,+
FLYWCH1_P,75,1.51,0.131,0.499,+
TGFA_P,44,1.51,0.132,0.499,+
MED7_P,87,1.51,0.132,0.5,+
ZCCHC7_P,57,1.51,0.132,0.5,+
TLE3_P,88,1.5,0.132,0.5,+
CRKL_P,30,1.5,0.132,0.5,+
TRAK1_P,134,1.5,0.133,0.502,+
MXD1_P,130,1.5,0.134,0.503,+
SCYL1_P,109,1.5,0.135,0.503,+
PWP2_P,28,1.5,0.135,0.503,+
NCK1_P,61,1.5,0.135,0.503,+
PIR_P,196,1.49,0.135,0.503,+
WNK2_P,54,1.49,0.136,0.503,+
NFRKB_P,27,1.49,0.136,0.504,+
DDX54_P,120,1.49,0.136,0.504,+
FHL2_P,81,1.49,0.136,0.504,+
ARHGEF16_P,36,1.49,0.137,0.504,+
GATAD2A_P,59,1.48,0.138,0.505,+
GIPC1_P,121,1.48,0.138,0.505,+
TDG_P,229,1.48,0.138,0.507,+
CASK_P,174,1.48,0.139,0.507,+
ERRFI1_P,72,1.48,0.139,0.507,+
MBD1_P,45,1.48,0.139,0.507,+
ASB7_P,47,1.48,0.14,0.507,+
PPP1R8_P,53,1.48,0.14,0.507,+
BCL11A_P,135,1.48,0.14,0.507,+
CERS6_P,91,1.48,0.14,0.507,+
PLEKHG5_P,68,1.47,0.14,0.507,+
SEC14L2_P,231,1.47,0.141,0.508,+
MED11_P,156,1.47,0.142,0.512,+
ITGAV_P,134,1.46,0.143,0.514,+
LY96_P,75,1.46,0.143,0.514,+
RIN1_P,109,1.46,0.143,0.515,+
BASP1_P,318,1.46,0.145,0.516,+
WDR77_P,77,1.46,0.145,0.516,+
IDE_P,34,1.46,0.145,0.516,+
PTPRA_P,48,1.45,0.146,0.516,+
MUTYH_P,68,1.45,0.146,0.516,+
DERL2_P,28,1.45,0.146,0.516,+
PORCN_P,36,1.45,0.147,0.517,+
FUS_P,57,1.45,0.147,0.517,+
NFKBIB_P,62,1.45,0.147,0.517,+
CNOT1_P,35,1.45,0.147,0.518,+
TRAF4_P,26,1.44,0.15,0.523,+
CRABP1_P,70,1.44,0.15,0.523,+
IL1RAP_P,59,1.44,0.15,0.523,+
KHSRP_P,47,1.44,0.151,0.524,+
PLAGL2_P,96,1.44,0.151,0.525,+
ZSCAN21_P,57,1.43,0.152,0.525,+
TBC1D10B_P,51,1.43,0.152,0.525,+
SCRIB_P,134,1.43,0.153,0.525,+
PTGES3_P,56,1.43,0.153,0.525,+
CABYR_P,100,1.43,0.153,0.525,+
ZFP64_P,155,1.43,0.153,0.525,+
EEF1D_P,174,1.43,0.153,0.526,+
MCTS1_P,155,1.42,0.154,0.528,+
WNT5A_P,154,1.42,0.156,0.531,+
NIN_P,74,1.42,0.156,0.531,+
SHOC2_P,77,1.42,0.157,0.533,+
DNTTIP2_P,83,1.41,0.157,0.533,+
CERS3_P,99,1.41,0.157,0.534,+
EXT1_P,41,1.41,0.158,0.534,+
YWHAQ_P,64,1.41,0.158,0.534,+
GTF2H4_P,72,1.41,0.158,0.534,+
TSPAN6_P,46,1.41,0.159,0.534,+
SCML2_P,78,1.41,0.159,0.534,+
DMAP1_P,195,1.41,0.159,0.535,+
SIRT7_P,243,1.41,0.159,0.535,+
GAP43_P,39,1.41,0.16,0.535,+
ZFPL1_P,118,1.41,0.16,0.535,+
SET_P,27,1.4,0.16,0.535,+
CBLB_P,53,1.4,0.161,0.535,+
RANBP2_P,145,1.4,0.161,0.535,+
YWHAB_P,53,1.4,0.161,0.535,+
SLC9A3R1_P,134,1.4,0.161,0.535,+
NSMCE1_P,79,1.4,0.162,0.535,+
CSNK1A1_P,25,1.4,0.162,0.535,+
DNAJA1_P,36,1.39,0.163,0.535,+
SMARCD1_P,62,1.39,0.163,0.535,+
NCLN_P,75,1.39,0.163,0.535,+
NELFA_P,121,1.39,0.165,0.536,+
RFC1_P,86,1.39,0.165,0.536,+
GTF2A1_P,242,1.39,0.165,0.537,+
RCOR1_P,190,1.39,0.165,0.537,+
CDK7_P,39,1.39,0.166,0.538,+
TNFRSF21_P,69,1.38,0.166,0.539,+
CIT_P,61,1.38,0.167,0.54,+
