Regulon,Size,NES,p.value,FDR,Sign
RAP1B_P,74,2.64,0.00839,0.145,+
ARAP2_P,69,2.63,0.00843,0.145,+
ITPR3_P,64,2.63,0.00864,0.147,+
TAF9B_P,84,2.62,0.00873,0.147,+
NT5C2_P,42,2.61,0.00903,0.149,+
RACGAP1_P,93,2.61,0.0091,0.149,+
ERO1A_P,53,2.6,0.00924,0.15,+
MCM2_P,298,2.6,0.00925,0.15,+
MORC4_P,70,2.59,0.0096,0.154,+
TRIP10_P,76,2.57,0.01,0.157,+
MED31_P,414,2.57,0.0101,0.157,+
ARHGEF10_P,72,2.57,0.0101,0.157,+
RHOC_P,65,2.56,0.0104,0.16,+
DNAJB6_P,125,2.55,0.0108,0.16,+
PML_P,144,2.55,0.0108,0.16,+
CDC42BPB_P,34,2.54,0.0111,0.163,+
ARHGAP21_P,108,2.54,0.0112,0.163,+
EIF2AK2_P,67,2.53,0.0113,0.163,+
BCL9L_P,166,2.53,0.0114,0.163,+
GMIP_P,73,2.52,0.0118,0.168,+
SP1_P,115,2.51,0.0121,0.171,+
PPP4R1_P,32,2.5,0.0124,0.173,+
YWHAZ_P,86,2.5,0.0124,0.173,+
KRT17_P,57,2.5,0.0126,0.174,+
TRIP13_P,241,2.49,0.0127,0.174,+
HPGD_P,83,2.48,0.0131,0.176,+
MCM4_P,226,2.48,0.0132,0.176,+
ZFAND6_P,153,2.48,0.0133,0.176,+
VDR_P,68,2.48,0.0133,0.176,+
TBC1D13_P,126,2.47,0.0134,0.176,+
FEZ2_P,66,2.47,0.0136,0.177,+
RASAL1_P,61,2.47,0.0136,0.177,+
CASP2_P,50,2.46,0.0138,0.178,+
HPGDS_P,26,2.46,0.0139,0.178,+
CNOT1_P,98,2.46,0.0139,0.178,+
ADAM10_P,83,2.46,0.014,0.178,+
RUSC1_P,50,2.44,0.0145,0.181,+
TTF2_P,175,2.44,0.0146,0.182,+
CKS1B_P,371,2.44,0.0147,0.182,+
F2RL1_P,81,2.42,0.0153,0.187,+
MAFF_P,55,2.42,0.0153,0.187,+
PTPRU_P,96,2.41,0.0158,0.188,+
ANXA1_P,86,2.41,0.0159,0.188,+
FZD6_P,78,2.41,0.0161,0.188,+
TP53BP2_P,50,2.41,0.0162,0.188,+
DKK1_P,71,2.4,0.0164,0.19,+
DNTTIP2_P,142,2.4,0.0166,0.191,+
MAPK14_P,50,2.39,0.0167,0.191,+
MCM3_P,132,2.39,0.0169,0.193,+
ANGPTL4_P,78,2.39,0.017,0.194,+
EGFR_P,64,2.38,0.0173,0.196,+
OXSR1_P,110,2.37,0.0176,0.2,+
ANXA3_P,42,2.37,0.0177,0.2,+
CARD11_P,64,2.37,0.018,0.201,+
TBC1D2_P,93,2.36,0.0181,0.201,+
SDCBP2_P,63,2.36,0.0181,0.201,+
BAK1_P,39,2.36,0.0182,0.201,+
NCOA4_P,51,2.36,0.0183,0.202,+
PSEN1_P,69,2.35,0.0187,0.205,+
BARD1_P,56,2.34,0.0193,0.207,+
RAN_P,96,2.33,0.0199,0.211,+
PRMT5_P,166,2.32,0.0203,0.215,+
ARHGEF16_P,45,2.32,0.0205,0.215,+
MAVS_P,172,2.32,0.0205,0.215,+
RUVBL1_P,221,2.31,0.0208,0.216,+
TYMS_P,47,2.31,0.0208,0.216,+
APLP2_P,73,2.31,0.0211,0.216,+
GLRX2_P,144,2.31,0.0211,0.216,+
BAZ1A_P,109,2.31,0.0212,0.216,+
HDGF_P,151,2.3,0.0213,0.216,+
S100A10_P,93,2.3,0.0213,0.216,+
PSMC3_P,137,2.29,0.0218,0.218,+
RAB25_P,129,2.28,0.0224,0.218,+
ADAP1_P,58,2.28,0.0226,0.218,+
ERN2_P,705,2.28,0.0226,0.218,+
LMO4_P,132,2.28,0.0227,0.218,+
SLK_P,94,2.28,0.0227,0.218,+
CANT1_P,74,2.28,0.0228,0.218,+
MCM7_P,232,2.28,0.0228,0.218,+
RND3_P,112,2.27,0.0233,0.222,+
IMPA1_P,95,2.26,0.024,0.225,+
AURKB_P,111,2.25,0.0244,0.225,+
TNFRSF21_P,44,2.25,0.0245,0.225,+
SHB_P,50,2.25,0.0246,0.225,+
TGIF1_P,104,2.25,0.0246,0.225,+
MAP4K4_P,96,2.23,0.0257,0.23,+
PTGES3_P,51,2.23,0.0257,0.23,+
ARHGAP12_P,77,2.23,0.0258,0.231,+
HMGA2_P,110,2.23,0.026,0.232,+
ARHGAP18_P,79,2.22,0.0265,0.232,+
STK39_P,56,2.21,0.0273,0.236,+
PSD4_P,42,2.21,0.0273,0.236,+
SH2D3A_P,38,2.21,0.0274,0.236,+
NMI_P,77,2.2,0.0275,0.236,+
TSC22D2_P,75,2.19,0.0287,0.24,+
PFDN1_P,56,2.18,0.0291,0.241,+
HMGB1_P,80,2.18,0.0295,0.244,+
ITGA6_P,66,2.17,0.0298,0.245,+
CAPN5_P,86,2.17,0.0299,0.245,+
FEN1_P,84,2.17,0.0302,0.246,+
CDK2_P,82,2.16,0.031,0.248,+
RASSF1_P,66,2.15,0.0312,0.248,+
NEK6_P,63,2.15,0.0319,0.25,+
STAM_P,80,2.13,0.0329,0.251,+
PHF5A_P,72,2.13,0.0329,0.251,+
CDC42EP5_P,58,2.13,0.0331,0.252,+
BAIAP2L1_P,111,2.13,0.0336,0.253,+
IGFBP3_P,56,2.12,0.0337,0.253,+
PRKCD_P,50,2.12,0.0338,0.253,+
MYD88_P,52,2.12,0.0342,0.256,+
ILF2_P,310,2.11,0.0348,0.259,+
PTPRH_P,45,2.1,0.0356,0.263,+
DNM2_P,62,2.09,0.0363,0.265,+
HELZ2_P,176,2.09,0.0367,0.265,+
ZFP3_P,122,2.09,0.0367,0.265,+
PCGF2_P,117,2.09,0.0369,0.265,+
HTATIP2_P,313,2.09,0.0369,0.265,+
TADA2B_P,170,2.08,0.0374,0.265,+
CASP10_P,94,2.08,0.0374,0.265,+
ITGB6_P,68,2.08,0.0375,0.265,+
DR1_P,163,2.08,0.0377,0.265,+
STK26_P,83,2.07,0.0384,0.269,+
BLM_P,78,2.07,0.0388,0.269,+
LRRFIP1_P,287,2.06,0.039,0.269,+
SRSF3_P,86,2.06,0.0393,0.269,+
RHPN2_P,68,2.06,0.0398,0.272,+
TAB2_P,83,2.05,0.0402,0.272,+
STK3_P,86,2.05,0.0406,0.274,+
TCEB2_P,146,2.04,0.0409,0.275,+
POLR2A_P,64,2.04,0.041,0.275,+
PPP2R5C_P,62,2.04,0.0414,0.276,+
ARHGEF5_P,43,2.03,0.0421,0.28,+
MSH2_P,74,2.03,0.0425,0.281,+
FLRT3_P,65,2.03,0.0425,0.281,+
PIK3CB_P,51,2.02,0.0432,0.282,+
CHAF1B_P,198,2.02,0.0433,0.282,+
ZNF503_P,53,2.02,0.0433,0.282,+
SIRT7_P,211,2.02,0.0433,0.282,+
CTNNB1_P,193,2.02,0.0434,0.282,+
TBC1D10A_P,59,2.02,0.0435,0.282,+
ATAD2_P,148,2.02,0.0438,0.283,+
DGKH_P,88,2.01,0.0443,0.285,+
RRAS_P,48,2.01,0.0446,0.286,+
BZW1_P,391,2.01,0.0446,0.286,+
TSPO_P,74,2.01,0.0449,0.287,+
SPG21_P,48,2,0.046,0.292,+
CELSR1_P,69,1.99,0.0465,0.293,+
CIT_P,55,1.99,0.0466,0.293,+
INPP1_P,69,1.99,0.0468,0.293,+
AFF1_P,120,1.99,0.0468,0.293,+
BRCA1_P,52,1.99,0.047,0.293,+
ESRRA_P,91,1.98,0.0474,0.293,+
SRC_P,82,1.98,0.0475,0.293,+
DNMT1_P,153,1.98,0.0482,0.297,+
TONSL_P,154,1.97,0.0486,0.297,+
RPS6KA4_P,87,1.97,0.0486,0.297,+
RHOA_P,69,1.97,0.0493,0.3,+
LANCL1_P,56,1.96,0.0497,0.3,+
CRYM_P,214,1.96,0.05,0.3,+
RNF141_P,116,1.96,0.0502,0.3,+
PLCB3_P,85,1.95,0.0508,0.302,+
GNAI3_P,85,1.95,0.051,0.303,+
RASSF6_P,88,1.95,0.0514,0.304,+
ATF7_P,56,1.94,0.0522,0.307,+
ITGAE_P,117,1.94,0.0524,0.307,+
TNIP2_P,90,1.93,0.0531,0.31,+
PTGES_P,54,1.93,0.0531,0.31,+
JAG1_P,57,1.93,0.0533,0.31,+
CD2AP_P,73,1.93,0.0541,0.312,+
ITPKA_P,29,1.92,0.0546,0.313,+
ECM1_P,47,1.92,0.0547,0.313,+
CDK18_P,61,1.92,0.0548,0.313,+
GATA4_P,105,1.91,0.0556,0.317,+
PIK3C2B_P,126,1.91,0.0558,0.317,+
GRHL1_P,110,1.91,0.056,0.317,+
SDHD_P,112,1.9,0.058,0.327,+
PUF60_P,130,1.89,0.0581,0.328,+
RALB_P,86,1.89,0.0588,0.33,+
RAP2C_P,99,1.89,0.059,0.33,+
PMEPA1_P,86,1.88,0.0595,0.33,+
GRTP1_P,56,1.88,0.0599,0.331,+
TMPO_P,72,1.88,0.0607,0.334,+
RAC2_P,42,1.87,0.0612,0.335,+
ZNF146_P,37,1.87,0.0616,0.336,+
ITLN1_P,83,1.87,0.0616,0.336,+
DAPP1_P,87,1.87,0.0617,0.336,+
PDK3_P,38,1.87,0.0618,0.336,+
ABI1_P,120,1.87,0.0621,0.337,+
STMN1_P,70,1.86,0.0632,0.341,+
CALR_P,55,1.85,0.0638,0.342,+
DERL1_P,111,1.85,0.064,0.342,+
GNA13_P,36,1.85,0.064,0.342,+
ZNF267_P,101,1.85,0.0643,0.342,+
SEC14L2_P,176,1.85,0.0646,0.344,+
BACH1_P,120,1.84,0.0651,0.344,+
ACTL6A_P,88,1.84,0.0655,0.345,+
RPS6KA1_P,68,1.84,0.0664,0.348,+
ZNF281_P,92,1.83,0.0668,0.35,+
IRF2_P,118,1.82,0.0682,0.354,+
TMEM9B_P,57,1.82,0.0684,0.354,+
STRN_P,115,1.82,0.0686,0.354,+
RTF1_P,88,1.82,0.0689,0.354,+
TSPAN8_P,90,1.82,0.0689,0.354,+
YAP1_P,277,1.81,0.0697,0.357,+
ARHGEF18_P,62,1.81,0.07,0.357,+
AKT1_P,27,1.81,0.07,0.357,+
INPP5B_P,78,1.81,0.0704,0.358,+
RAPH1_P,85,1.81,0.071,0.361,+
AGT_P,81,1.8,0.0711,0.361,+
ARHGAP32_P,70,1.8,0.0713,0.361,+
FOXA3_P,166,1.8,0.0719,0.363,+
ZBTB24_P,128,1.8,0.0725,0.365,+
MTOR_P,76,1.79,0.0727,0.365,+
PRKCI_P,131,1.79,0.073,0.366,+
DMAP1_P,160,1.79,0.0736,0.367,+
VIMP_P,94,1.79,0.0737,0.367,+
ARF1_P,97,1.79,0.0738,0.367,+
CDC42BPA_P,73,1.79,0.0739,0.367,+
DDX10_P,95,1.79,0.074,0.367,+
NUP93_P,88,1.78,0.0752,0.369,+
RAB1B_P,66,1.78,0.0752,0.369,+
HSPB1_P,68,1.78,0.0754,0.369,+
BCL2L1_P,35,1.78,0.0757,0.369,+
YWHAH_P,82,1.77,0.076,0.369,+
CSNK2A1_P,30,1.77,0.0765,0.37,+
RHOD_P,125,1.77,0.0768,0.371,+
MECOM_P,165,1.77,0.0773,0.371,+
PRKDC_P,81,1.76,0.0777,0.371,+
PPFIA1_P,67,1.76,0.0777,0.371,+
ING3_P,113,1.76,0.0778,0.371,+
TNIK_P,85,1.76,0.0779,0.371,+
SENP2_P,84,1.76,0.0782,0.371,+
TRIP6_P,76,1.75,0.0794,0.375,+
ZNF516_P,117,1.75,0.0804,0.376,+
FANCD2_P,60,1.75,0.0805,0.376,+
ERBIN_P,66,1.75,0.0807,0.376,+
EPHB4_P,63,1.75,0.0808,0.376,+
TBK1_P,87,1.74,0.081,0.376,+
GNG5_P,79,1.74,0.081,0.376,+
RAB2A_P,66,1.74,0.0811,0.376,+
PAK1_P,72,1.74,0.0812,0.376,+
TACSTD2_P,52,1.74,0.0814,0.376,+
BUD31_P,41,1.74,0.0815,0.376,+
RALGPS2_P,61,1.74,0.0821,0.378,+
CD58_P,45,1.73,0.083,0.381,+
TXNDC17_P,109,1.73,0.0835,0.381,+
IRAK3_P,81,1.73,0.0838,0.382,+
TIMM50_P,50,1.73,0.084,0.382,+
ADIPOR1_P,111,1.73,0.084,0.382,+
NOTCH1_P,85,1.72,0.0846,0.383,+
RASA1_P,70,1.72,0.0863,0.388,+
CAV2_P,55,1.71,0.0865,0.388,+
ARFGEF1_P,76,1.71,0.0874,0.391,+
MCM5_P,83,1.71,0.0876,0.391,+
DCBLD2_P,64,1.71,0.0879,0.391,+
NPR3_P,65,1.7,0.0885,0.393,+
ANG_P,78,1.7,0.0886,0.393,+
RAB7A_P,158,1.7,0.0888,0.393,+
WNT5A_P,92,1.7,0.0897,0.396,+
ZNF658_P,57,1.69,0.0905,0.397,+
GNB5_P,47,1.69,0.091,0.397,+
BST2_P,55,1.69,0.0918,0.397,+
MED6_P,134,1.68,0.0921,0.397,+
TCEB1_P,220,1.68,0.0926,0.397,+
PCGF6_P,103,1.68,0.0928,0.397,+
ACOT11_P,35,1.68,0.0929,0.397,+
ARL8A_P,96,1.68,0.093,0.397,+
ADGRG6_P,94,1.68,0.0931,0.397,+
PTPN14_P,139,1.68,0.0932,0.397,+
ZNFX1_P,66,1.68,0.0934,0.397,+
ZBTB8OS_P,107,1.68,0.0936,0.397,+
SQSTM1_P,61,1.68,0.0938,0.397,+
NKIRAS2_P,33,1.67,0.0946,0.397,+
ICMT_P,68,1.67,0.0951,0.398,+
RIPK3_P,61,1.67,0.0955,0.398,+
MGST3_P,130,1.67,0.0955,0.398,+
GPR39_P,28,1.67,0.0957,0.398,+
CEACAM1_P,170,1.66,0.0976,0.404,+
NOLC1_P,162,1.66,0.0978,0.404,+
GRK2_P,56,1.65,0.0979,0.404,+
PAWR_P,52,1.65,0.0982,0.404,+
EBP_P,124,1.65,0.0986,0.404,+
PDPK1_P,67,1.65,0.0987,0.404,+
IRF6_P,205,1.65,0.0988,0.404,+
GULP1_P,44,1.65,0.099,0.404,+
TCF7L2_P,183,1.65,0.0991,0.404,+
RALA_P,78,1.65,0.0995,0.405,+
ITGAV_P,69,1.65,0.0998,0.405,+
ZDHHC7_P,188,1.64,0.1,0.406,+
HSPE1_P,136,1.64,0.101,0.406,+
RRAS2_P,96,1.63,0.102,0.412,+
PAK4_P,54,1.63,0.102,0.413,+
ARHGAP23_P,86,1.63,0.103,0.413,+
AMBP_P,79,1.63,0.104,0.416,+
GPBP1L1_P,142,1.62,0.104,0.417,+
OTUD7B_P,83,1.62,0.105,0.417,+
SSBP3_P,199,1.62,0.106,0.417,+
GGCT_P,115,1.62,0.106,0.417,+
DTX2_P,62,1.62,0.106,0.417,+
L3MBTL2_P,125,1.62,0.106,0.417,+
GABPB2_P,186,1.62,0.106,0.417,+
ZCCHC11_P,97,1.62,0.106,0.417,+
SDHC_P,168,1.61,0.107,0.417,+
TP53_P,78,1.61,0.108,0.419,+
EZH1_P,251,1.61,0.108,0.419,+
TFRC_P,47,1.6,0.109,0.42,+
IRF3_P,89,1.6,0.109,0.421,+
DUSP6_P,50,1.6,0.109,0.422,+
MAP4K5_P,100,1.6,0.11,0.422,+
AATF_P,61,1.6,0.11,0.422,+
TRAF3_P,54,1.6,0.11,0.423,+
ARL5B_P,54,1.6,0.111,0.423,+
AP3S1_P,62,1.59,0.111,0.423,+
EPHA4_P,59,1.59,0.111,0.423,+
POFUT1_P,45,1.59,0.112,0.426,+
ZC3H7A_P,49,1.58,0.113,0.429,+
IL10RB_P,45,1.58,0.113,0.429,+
RANBP1_P,77,1.58,0.114,0.43,+
SLC35B2_P,36,1.58,0.114,0.43,+
SERPINB9_P,40,1.58,0.114,0.43,+
KLF4_P,106,1.58,0.115,0.431,+
ZC3H12A_P,63,1.57,0.117,0.435,+
SEC31A_P,74,1.57,0.117,0.435,+
ABR_P,67,1.57,0.117,0.435,+
TAF10_P,223,1.57,0.117,0.435,+
PKNOX1_P,89,1.56,0.118,0.437,+
RBBP4_P,59,1.56,0.119,0.437,+
RABIF_P,83,1.56,0.119,0.437,+
BAG4_P,69,1.56,0.119,0.437,+
EPS8_P,99,1.56,0.12,0.437,+
CDS1_P,45,1.56,0.12,0.437,+
TMPRSS2_P,58,1.55,0.12,0.438,+
SSBP2_P,106,1.55,0.121,0.438,+
RELA_P,135,1.55,0.122,0.44,+
ITGA11_P,109,1.55,0.122,0.441,+
CTNND1_P,81,1.54,0.123,0.442,+
PPP1R12A_P,63,1.54,0.123,0.442,+
DAPK1_P,51,1.54,0.123,0.442,+
MICAL1_P,59,1.54,0.124,0.442,+
PPP1CB_P,89,1.54,0.124,0.442,+
RNF2_P,186,1.54,0.124,0.442,+
MLX_P,105,1.53,0.125,0.443,+
DAB2IP_P,48,1.53,0.126,0.445,+
RAB6A_P,72,1.53,0.126,0.446,+
ERBB3_P,76,1.53,0.127,0.447,+
ARF4_P,93,1.53,0.127,0.447,+
CBFB_P,100,1.52,0.128,0.448,+
IFI6_P,68,1.52,0.129,0.45,+
HNF4G_P,158,1.52,0.129,0.45,+
PCNA_P,47,1.52,0.129,0.45,+
CALML5_P,60,1.52,0.129,0.45,+
RAB9A_P,77,1.52,0.129,0.45,+
CDYL_P,199,1.52,0.129,0.45,+
ASCC3_P,53,1.52,0.13,0.45,+
MARCO_P,70,1.51,0.13,0.45,+
SLIRP_P,158,1.51,0.132,0.451,+
ADGRA3_P,84,1.51,0.132,0.451,+
PPP5C_P,29,1.51,0.132,0.451,+
TAPT1_P,59,1.51,0.132,0.451,+
SH3RF1_P,74,1.51,0.132,0.451,+
HMGXB4_P,57,1.51,0.132,0.451,+
TXNRD1_P,71,1.51,0.132,0.451,+
TAF5_P,53,1.5,0.132,0.451,+
PYCARD_P,62,1.5,0.132,0.451,+
HNRNPAB_P,69,1.5,0.133,0.451,+
LY6E_P,77,1.5,0.133,0.451,+
RAD21_P,51,1.5,0.133,0.451,+
GMFB_P,63,1.5,0.134,0.451,+
BAIAP2_P,70,1.5,0.134,0.451,+
ZMYM1_P,69,1.5,0.134,0.451,+
NDC80_P,46,1.5,0.134,0.451,+
RC3H1_P,65,1.5,0.134,0.451,+
GMNN_P,229,1.5,0.134,0.451,+
HOXA5_P,105,1.5,0.135,0.451,+
TSG101_P,174,1.5,0.135,0.451,+
ZNF8_P,55,1.5,0.135,0.451,+
PXN_P,34,1.49,0.135,0.451,+
RAD9A_P,77,1.49,0.136,0.451,+
NPM1_P,77,1.49,0.136,0.453,+
NRK_P,146,1.49,0.137,0.453,+
NFYC_P,66,1.48,0.139,0.457,+
IQSEC1_P,45,1.48,0.139,0.457,+
ARFGAP3_P,69,1.48,0.139,0.458,+
TCF3_P,80,1.48,0.139,0.458,+
NELFA_P,234,1.48,0.139,0.458,+
HDAC1_P,156,1.48,0.14,0.458,+
UNC5B_P,40,1.47,0.141,0.458,+
MMS19_P,53,1.47,0.142,0.459,+
IRF9_P,106,1.46,0.143,0.46,+
CDKN2B_P,44,1.46,0.143,0.46,+
PLP2_P,45,1.46,0.143,0.46,+
SMARCC1_P,131,1.46,0.144,0.46,+
TCF12_P,86,1.46,0.144,0.46,+
AGPAT1_P,49,1.46,0.145,0.463,+
EGLN1_P,140,1.45,0.146,0.464,+
RPN1_P,101,1.45,0.147,0.465,+
RELB_P,89,1.45,0.147,0.465,+
ZNF618_P,61,1.45,0.147,0.465,+
MED29_P,203,1.45,0.148,0.465,+
CASP7_P,91,1.45,0.148,0.465,+
GTF2A2_P,106,1.45,0.148,0.465,+
PRSS8_P,105,1.45,0.148,0.465,+
C9_P,53,1.44,0.149,0.468,+
RPGRIP1L_P,33,1.44,0.15,0.468,+
TERF2IP_P,206,1.44,0.15,0.469,+
G3BP2_P,69,1.43,0.151,0.472,+
AC013461.1_P,50,1.43,0.152,0.473,+
ILK_P,56,1.43,0.152,0.473,+
GSK3B_P,53,1.43,0.152,0.473,+
ITPK1_P,44,1.43,0.153,0.473,+
NFKB2_P,84,1.43,0.153,0.473,+
SHARPIN_P,76,1.43,0.153,0.473,+
HACD3_P,76,1.43,0.153,0.473,+
CTBP2_P,99,1.43,0.153,0.473,+
RUNX2_P,117,1.42,0.154,0.475,+
PRDM2_P,82,1.42,0.154,0.475,+
TBC1D8B_P,93,1.42,0.155,0.477,+
CD44_P,79,1.42,0.156,0.477,+
ZNF280B_P,133,1.42,0.156,0.477,+
SEPT9_P,67,1.42,0.157,0.477,+
NCK1_P,64,1.42,0.157,0.477,+
ZNF428_P,86,1.41,0.157,0.477,+
ZNRD1_P,146,1.41,0.157,0.477,+
PLCH1_P,80,1.41,0.157,0.477,+
GTF2E2_P,192,1.41,0.157,0.477,+
ARHGAP29_P,76,1.41,0.158,0.477,+
UBE2B_P,71,1.41,0.159,0.479,+
ZNF691_P,97,1.4,0.16,0.483,+
TNFSF10_P,65,1.4,0.161,0.484,+
MTDH_P,86,1.39,0.163,0.488,+
TBC1D23_P,64,1.39,0.164,0.491,+
ETV3_P,113,1.39,0.165,0.491,+
CAP1_P,134,1.39,0.165,0.491,+
ANTXR1_P,109,1.39,0.165,0.491,+
MGST2_P,58,1.39,0.165,0.491,+
ZMAT2_P,77,1.39,0.165,0.491,+
CASK_P,213,1.38,0.166,0.493,+
JUP_P,292,1.38,0.167,0.494,+
CNOT8_P,103,1.38,0.168,0.497,+
LGALS9_P,72,1.38,0.169,0.497,+
PRKAA1_P,74,1.37,0.17,0.497,+
WDR12_P,121,1.37,0.17,0.497,+
DUOX2_P,87,1.37,0.171,0.497,+
BRAP_P,57,1.36,0.172,0.499,+
GON4L_P,68,1.36,0.172,0.499,+
FBXO6_P,69,1.36,0.173,0.499,+
GSPT1_P,144,1.36,0.173,0.499,+
RASEF_P,65,1.36,0.173,0.499,+
CRADD_P,156,1.36,0.173,0.499,+
PLD2_P,62,1.36,0.174,0.499,+
SNW1_P,151,1.36,0.174,0.5,+
TIFA_P,48,1.36,0.174,0.5,+
GRB2_P,50,1.36,0.174,0.5,+
MED20_P,85,1.36,0.175,0.5,+
CDK7_P,71,1.35,0.175,0.501,+
SLC44A2_P,52,1.35,0.176,0.501,+
LGALS3BP_P,36,1.35,0.177,0.503,+
CDC42BPG_P,42,1.35,0.177,0.503,+
KRAS_P,58,1.35,0.178,0.503,+
SARNP_P,54,1.35,0.178,0.503,+
HSP90AA1_P,63,1.35,0.178,0.503,+
RCOR1_P,256,1.34,0.179,0.505,+
LEF1_P,92,1.34,0.179,0.505,+
ZNF438_P,209,1.34,0.18,0.506,+
DRAP1_P,67,1.34,0.181,0.507,+
PA2G4_P,143,1.34,0.181,0.507,+
PPT1_P,67,1.34,0.181,0.507,+
DRG2_P,52,1.33,0.182,0.508,+
