Regulon	Size	NES	p.value	FDR	Sign
CIAO1	111	2.89	0.00388	0.0784	+
TTL	48	2.88	0.00392	0.0785	+
SMARCA5	128	2.88	0.00393	0.0785	+
TOX2	42	2.88	0.00394	0.0785	+
HOXB4	40	2.88	0.00397	0.0785	+
CDK4	35	2.88	0.00397	0.0785	+
TOP2A	336	2.88	0.00402	0.0788	+
GTF2IRD2	104	2.88	0.00403	0.0788	+
DMD	81	2.87	0.00412	0.0801	+
RHBDL2	46	2.87	0.00416	0.0801	+
FASTK	118	2.86	0.00421	0.0801	+
TBX4	129	2.86	0.00428	0.0801	+
RASGRP2	55	2.85	0.00432	0.0801	+
SMARCD2	241	2.85	0.00432	0.0801	+
TMPO	170	2.85	0.00433	0.0801	+
NIN	118	2.85	0.00436	0.0801	+
ZC3H6	44	2.85	0.00438	0.0801	+
INHBA	273	2.85	0.0044	0.0801	+
SPN	37	2.85	0.00444	0.0801	+
HIST1H4J	36	2.84	0.00446	0.0801	+
PDAP1	42	2.84	0.00453	0.0801	+
PREX2	30	2.84	0.00454	0.0801	+
PECAM1	45	2.83	0.00464	0.0801	+
CAPN15	113	2.83	0.00464	0.0801	+
GPR84	36	2.83	0.00466	0.0801	+
HOXA11	51	2.83	0.00466	0.0801	+
TAF6	63	2.83	0.00467	0.0801	+
NME1-NME2	53	2.83	0.0047	0.0801	+
GMNN	116	2.83	0.0047	0.0801	+
HOXA4	26	2.82	0.00478	0.0808	+
RTKN	36	2.82	0.00479	0.0808	+
ZDHHC15	26	2.81	0.00491	0.0817	+
E2F3	65	2.81	0.00497	0.0817	+
NOTCH4	147	2.81	0.00498	0.0817	+
ZC3HAV1L	201	2.81	0.00499	0.0817	+
ADGRF4	44	2.81	0.00499	0.0817	+
RCAN2	25	2.81	0.00499	0.0817	+
DGKI	31	2.8	0.00504	0.0819	+
EPHA10	38	2.79	0.00523	0.0841	+
HOXA5	25	2.79	0.00534	0.0851	+
MEOX1	61	2.78	0.00545	0.0863	+
ZDHHC18	56	2.77	0.00562	0.0884	+
GLMP	185	2.77	0.00563	0.0884	+
ECM1	35	2.76	0.00573	0.089	+
AEBP1	113	2.75	0.00603	0.0925	+
BRCA1	36	2.74	0.00613	0.0933	+
EID3	242	2.74	0.00618	0.0933	+
CDYL	230	2.74	0.0062	0.0933	+
MNAT1	88	2.73	0.00625	0.0939	+
ARHGAP31	46	2.72	0.00659	0.0966	+
CD2AP	39	2.72	0.00661	0.0966	+
GMPS	99	2.71	0.00667	0.0972	+
STAT5B	39	2.71	0.00677	0.0984	+
ZC3HC1	194	2.69	0.00705	0.101	+
RPS6KB2	55	2.69	0.00717	0.102	+
UBE2C	46	2.69	0.00722	0.102	+
RAB25	79	2.69	0.00723	0.102	+
RAC3	47	2.68	0.00729	0.102	+
GPS1	86	2.68	0.0073	0.102	+
DNMT3B	138	2.67	0.00754	0.103	+
RASSF2	31	2.67	0.00756	0.103	+
ZNF423	181	2.67	0.00758	0.103	+
DRAP1	140	2.67	0.00759	0.103	+
ELK1	57	2.67	0.00764	0.104	+
PTTG1	106	2.66	0.00783	0.105	+
DCDC2	25	2.66	0.00785	0.105	+
SOX5	32	2.66	0.00789	0.105	+
THRA	107	2.66	0.00791	0.105	+
ATP2A2	62	2.65	0.00813	0.107	+
ARHGEF6	103	2.64	0.0084	0.11	+
ITGB4	73	2.63	0.00844	0.11	+
ID3	34	2.63	0.00847	0.11	+
MYH11	60	2.63	0.0085	0.11	+
GATA5	32	2.63	0.00852	0.11	+
ZKSCAN5	52	2.63	0.0086	0.111	+
SATB2	48	2.63	0.00865	0.111	+
CANT1	48	2.62	0.00871	0.112	+
MAP4K5	85	2.62	0.00875	0.112	+
APBB1	60	2.62	0.00876	0.112	+
ASAP3	34	2.62	0.00879	0.112	+
MSH2	40	2.61	0.00895	0.113	+
RAPGEF5	30	2.61	0.00908	0.113	+
ZDHHC4	30	2.6	0.00924	0.115	+
PSMC3	72	2.6	0.00929	0.115	+
NMRAL1	104	2.6	0.00933	0.115	+
IRAK1	39	2.6	0.00936	0.115	+
KIAA1324L	28	2.6	0.0094	0.115	+
MED14	67	2.6	0.00942	0.115	+
ZDHHC5	81	2.59	0.00946	0.115	+
EZH2	41	2.59	0.0095	0.116	+
LBX2	109	2.59	0.00955	0.116	+
MCM2	189	2.58	0.0099	0.119	+
RAPGEFL1	56	2.58	0.01	0.12	+
SOCS7	70	2.57	0.01	0.12	+
RNF2	96	2.57	0.0102	0.121	+
PTGER4	30	2.56	0.0104	0.124	+
PHB	170	2.56	0.0105	0.124	+
ACTR5	94	2.55	0.0107	0.125	+
ITGA6	46	2.55	0.0107	0.125	+
ZFPL1	72	2.55	0.0107	0.125	+
CDK12	200	2.55	0.0108	0.126	+
TBX5	93	2.55	0.0108	0.126	+
LBH	108	2.55	0.0109	0.126	+
TCEB2	183	2.54	0.0109	0.126	+
ARF1	114	2.54	0.011	0.127	+
TEAD3	91	2.54	0.0112	0.128	+
DLX5	58	2.53	0.0114	0.129	+
EPHA1	38	2.53	0.0115	0.13	+
SCYL1	66	2.52	0.0116	0.132	+
PPARGC1A	52	2.52	0.0117	0.132	+
ERCC3	126	2.52	0.0119	0.133	+
ERBB2	65	2.52	0.0119	0.133	+
HEYL	38	2.51	0.0119	0.133	+
FOXA1	190	2.51	0.012	0.133	+
ZNF598	225	2.51	0.0121	0.133	+
WWC1	163	2.51	0.0121	0.133	+
NPSR1	32	2.51	0.0122	0.134	+
OR14I1	29	2.5	0.0123	0.135	+
SCGB1A1	53	2.5	0.0125	0.136	+
SLC9A3R1	42	2.5	0.0125	0.136	+
CSNK2B	62	2.5	0.0126	0.136	+
TCF19	63	2.49	0.0126	0.136	+
DDR1	45	2.49	0.0128	0.136	+
ZNF341	124	2.49	0.0129	0.137	+
CARD11	32	2.49	0.0129	0.137	+
ZFP2	99	2.48	0.013	0.137	+
ZRANB3	112	2.48	0.013	0.137	+
TAF1D	128	2.48	0.0131	0.138	+
ZNF853	55	2.48	0.0132	0.138	+
MDFI	39	2.48	0.0132	0.138	+
ZBTB16	40	2.48	0.0132	0.138	+
WDR12	83	2.48	0.0133	0.138	+
RAB28	55	2.47	0.0133	0.138	+
TCEAL2	153	2.47	0.0134	0.138	+
KRT17	68	2.47	0.0135	0.139	+
HSPE1	157	2.47	0.0135	0.139	+
OR5H14	37	2.47	0.0135	0.139	+
RAB26	25	2.47	0.0136	0.139	+
RAPGEF2	84	2.47	0.0136	0.139	+
MCM3	41	2.46	0.0137	0.14	+
NME2	329	2.46	0.014	0.141	+
NFIA	107	2.46	0.014	0.141	+
RGS13	26	2.45	0.0142	0.143	+
ZYX	33	2.45	0.0144	0.144	+
HIF1A	219	2.45	0.0144	0.144	+
CCND3	31	2.45	0.0145	0.144	+
NEURL2	62	2.44	0.0146	0.145	+
GABPA	75	2.44	0.0148	0.146	+
AATF	61	2.44	0.0148	0.146	+
UBE2I	93	2.44	0.0149	0.146	+
SPSB4	37	2.43	0.0151	0.147	+
ID2	126	2.43	0.0153	0.149	+
CASP3	32	2.42	0.0154	0.149	+
SHARPIN	154	2.42	0.0155	0.15	+
EBF1	38	2.42	0.0156	0.151	+
GTF2H4	87	2.41	0.0158	0.151	+
SMARCE1	67	2.41	0.0158	0.151	+
MAF1	94	2.41	0.0158	0.151	+
PURA	114	2.41	0.0161	0.152	+
AIFM1	29	2.4	0.0162	0.152	+
TSPAN6	25	2.4	0.0164	0.153	+
ATXN7L3	102	2.4	0.0164	0.153	+
ETV4	124	2.4	0.0165	0.154	+
MMP14	132	2.39	0.0166	0.154	+
LHX9	59	2.39	0.0166	0.154	+
MPP3	46	2.39	0.0167	0.154	+
UNC119	53	2.39	0.0168	0.154	+
MXD4	165	2.39	0.0169	0.154	+
HBEGF	35	2.38	0.0171	0.155	+
POLR2K	94	2.38	0.0171	0.155	+
ARHGEF5	47	2.38	0.0173	0.155	+
SUPT7L	76	2.38	0.0174	0.155	+
PTGIS	26	2.38	0.0175	0.155	+
ABCG1	185	2.38	0.0175	0.155	+
P2RY6	35	2.38	0.0175	0.155	+
DVL3	67	2.37	0.0176	0.155	+
SCRIB	134	2.37	0.0177	0.156	+
ADA	54	2.36	0.0183	0.159	+
SP4	74	2.36	0.0185	0.16	+
CAV2	85	2.35	0.0185	0.16	+
ZDHHC9	57	2.35	0.0186	0.16	+
ZNF131	100	2.35	0.0186	0.16	+
KLF17	29	2.35	0.019	0.163	+
GCM1	67	2.34	0.019	0.163	+
ETS1	74	2.34	0.0191	0.163	+
ETS2	47	2.34	0.0191	0.163	+
SRPK1	52	2.34	0.0191	0.163	+
SEPT9	48	2.34	0.0193	0.163	+
MLST8	104	2.34	0.0193	0.163	+
SRF	52	2.34	0.0194	0.164	+
MEOX2	59	2.34	0.0195	0.164	+
ZNF771	73	2.34	0.0195	0.164	+
ECT2	52	2.34	0.0195	0.164	+
TSPAN12	45	2.33	0.0196	0.164	+
ZNHIT1	155	2.33	0.0196	0.164	+
ZCWPW1	103	2.33	0.0198	0.165	+
YAP1	111	2.33	0.0198	0.165	+
CBX8	386	2.33	0.0199	0.165	+
EML4	77	2.32	0.0201	0.166	+
RHPN1	144	2.32	0.0202	0.166	+
BUD31	167	2.32	0.0202	0.166	+
HSF1	58	2.32	0.0203	0.166	+
PAG1	25	2.32	0.0204	0.166	+
CAD	145	2.32	0.0205	0.166	+
CLTCL1	48	2.32	0.0206	0.166	+
CASS4	36	2.31	0.0207	0.166	+
ADRB2	63	2.31	0.0207	0.166	+
TRAK2	106	2.31	0.0207	0.166	+
KHDRBS3	157	2.31	0.0208	0.166	+
CREBRF	158	2.31	0.0209	0.167	+
CLDN3	45	2.31	0.0211	0.167	+
ADGRG1	27	2.3	0.0212	0.167	+
RGS12	49	2.3	0.0213	0.168	+
CHD5	71	2.3	0.0214	0.168	+
UNC5CL	40	2.3	0.0215	0.169	+
RUNX2	130	2.3	0.0215	0.169	+
ZC3H15	468	2.3	0.0217	0.169	+
LRRK2	56	2.3	0.0217	0.169	+
ASAP2	53	2.3	0.0217	0.169	+
CBX4	334	2.29	0.0219	0.17	+
NRIP2	103	2.29	0.022	0.17	+
LCORL	115	2.29	0.0223	0.171	+
ATR	83	2.28	0.0223	0.171	+
PA2G4	311	2.28	0.0225	0.172	+
SCAI	68	2.28	0.0226	0.172	+
ELK4	63	2.28	0.0227	0.173	+
TFAP2A	73	2.28	0.0227	0.173	+
OSMR	80	2.27	0.023	0.174	+
TPM3	49	2.26	0.0236	0.177	+
AKT3	49	2.26	0.0241	0.179	+
NCOA2	51	2.25	0.0246	0.182	+
BLZF1	87	2.25	0.0246	0.182	+
DLX2	31	2.25	0.0247	0.183	+
ZNHIT2	68	2.24	0.0249	0.184	+
DMTF1	67	2.24	0.0251	0.184	+
RAD9A	44	2.24	0.0251	0.184	+
PIAS3	118	2.24	0.0253	0.185	+
STAT6	106	2.24	0.0253	0.185	+
ZNHIT3	113	2.24	0.0254	0.185	+
ARHGAP39	63	2.23	0.0256	0.186	+
COL4A3BP	34	2.23	0.0258	0.186	+
HEXIM2	123	2.23	0.026	0.187	+
WISP1	57	2.22	0.0262	0.188	+
RAB6A	33	2.22	0.0263	0.188	+
RAB23	59	2.22	0.0263	0.188	+
SMURF1	57	2.22	0.0265	0.189	+
SCAND1	123	2.22	0.0266	0.189	+
TBL3	77	2.21	0.0272	0.191	+
POU2F1	68	2.21	0.0273	0.192	+
ARHGAP25	29	2.21	0.0273	0.192	+
SOX18	59	2.21	0.0274	0.192	+
NLRC4	30	2.21	0.0274	0.192	+
PBX1	56	2.2	0.0275	0.192	+
SIRT2	160	2.2	0.0276	0.192	+
KDM2A	110	2.19	0.0282	0.196	+
ZCCHC5	26	2.19	0.0283	0.196	+
PAX8	48	2.19	0.0284	0.196	+
PRRX1	152	2.19	0.0287	0.197	+
FH	31	2.18	0.0289	0.197	+
GDNF	164	2.18	0.0292	0.198	+
NOX1	39	2.18	0.0293	0.198	+
HOXB6	72	2.18	0.0293	0.198	+
CARD14	55	2.18	0.0295	0.199	+
ARF5	73	2.17	0.0297	0.2	+
GLRX2	139	2.17	0.0297	0.2	+
GNG2	33	2.17	0.0301	0.201	+
E2F1	78	2.17	0.0301	0.201	+
COPS5	69	2.17	0.0304	0.201	+
PAWR	72	2.17	0.0304	0.201	+
YWHAZ	43	2.17	0.0304	0.201	+
AXIN1	58	2.16	0.0304	0.201	+
CASKIN1	26	2.16	0.0306	0.201	+
ZNF517	71	2.16	0.0306	0.201	+
MPZL1	52	2.16	0.0306	0.201	+
CAND1	245	2.16	0.0307	0.201	+
ZNF471	49	2.16	0.0309	0.202	+
MGST3	101	2.15	0.0313	0.204	+
OLIG1	55	2.15	0.0314	0.204	+
MNDA	440	2.15	0.0318	0.206	+
PLCD3	59	2.14	0.0322	0.207	+
TFDP2	55	2.14	0.0322	0.207	+
BHLHE22	31	2.14	0.0323	0.207	+
MED1	158	2.14	0.0325	0.208	+
HEY1	32	2.14	0.0326	0.208	+
IFT57	157	2.14	0.0326	0.208	+
RUNX1	96	2.14	0.0326	0.208	+
MSX2	104	2.13	0.0328	0.208	+
TCEB1	257	2.13	0.0328	0.208	+
ARHGEF11	80	2.13	0.033	0.208	+
NOD1	34	2.13	0.033	0.208	+
GTF2H3	147	2.13	0.033	0.208	+
BMP6	33	2.13	0.0331	0.208	+
PHF12	63	2.13	0.0331	0.208	+
TAF5L	81	2.13	0.0331	0.208	+
CASK	82	2.13	0.0332	0.208	+
TCEAL7	161	2.13	0.0333	0.208	+
PGR	110	2.13	0.0333	0.208	+
ZNF622	48	2.13	0.0334	0.208	+
AFF3	122	2.12	0.0339	0.21	+
YEATS2	152	2.12	0.0342	0.211	+
NR4A1	41	2.12	0.0344	0.211	+
ELN	37	2.11	0.0348	0.213	+
SLC11A1	211	2.11	0.0351	0.214	+
PAK1IP1	36	2.1	0.0355	0.216	+
NARFL	255	2.1	0.0356	0.216	+
RGS14	79	2.1	0.0356	0.216	+
ZNF513	82	2.1	0.0359	0.217	+
ENY2	84	2.1	0.036	0.218	+
PEX14	107	2.1	0.0362	0.218	+
SOX4	133	2.09	0.0363	0.218	+
HOXA7	32	2.09	0.0365	0.218	+
ASXL2	252	2.09	0.0365	0.218	+
CERS2	86	2.09	0.037	0.22	+
EEF1D	118	2.09	0.037	0.22	+
ZNF354B	70	2.08	0.0371	0.22	+
ZFR	134	2.08	0.0374	0.222	+
MORC4	79	2.08	0.0375	0.222	+
CBX2	117	2.08	0.0379	0.224	+
PILRB	130	2.07	0.0381	0.224	+
MS4A2	32	2.07	0.0381	0.224	+
HOXA1	62	2.07	0.0383	0.224	+
BCKDK	35	2.07	0.0384	0.224	+
RND3	51	2.07	0.0386	0.225	+
HSP90AB1	38	2.07	0.0387	0.226	+
ZNF217	207	2.07	0.0389	0.226	+
WDR90	38	2.07	0.0389	0.226	+
FOXO4	75	2.06	0.039	0.226	+
BCL2L1	43	2.06	0.039	0.226	+
SDHC	86	2.06	0.0391	0.226	+
PDPN	33	2.06	0.0393	0.226	+
HIST1H4I	35	2.06	0.0393	0.226	+
NKD2	32	2.05	0.0399	0.228	+
NCOA6	163	2.05	0.0401	0.229	+
CNIH4	53	2.05	0.0403	0.23	+
TBC1D16	74	2.05	0.0406	0.231	+
EID2B	280	2.05	0.0406	0.231	+
HLTF	149	2.05	0.0407	0.231	+
ESRRG	116	2.04	0.0409	0.232	+
FOXF2	40	2.04	0.0411	0.233	+
FOSL2	123	2.04	0.0414	0.234	+
PLP2	40	2.04	0.0416	0.234	+
IL10RB	86	2.04	0.0417	0.234	+
ZCCHC8	62	2.04	0.0417	0.234	+
MNX1	44	2.04	0.0418	0.234	+
FZD1	27	2.03	0.0422	0.235	+
TAF4	63	2.03	0.0424	0.235	+
C1D	133	2.03	0.0425	0.236	+
MSC	109	2.03	0.0426	0.236	+
ETV3	74	2.03	0.0427	0.236	+
OR5V1	31	2.02	0.0432	0.238	+
ITGA5	66	2.02	0.0432	0.238	+
TP63	126	2.02	0.0432	0.238	+
TWIST1	99	2.02	0.0433	0.238	+
E4F1	111	2.02	0.0434	0.238	+
FOXL2	62	2.02	0.0434	0.238	+
PLXNB3	59	2.02	0.0436	0.238	+
ZSCAN16	76	2.02	0.0436	0.238	+
ZHX3	68	2.02	0.0437	0.238	+
BMP4	26	2.02	0.0438	0.238	+
BTG2	97	2.02	0.0438	0.238	+
H3F3A	97	2.02	0.0439	0.238	+
HIST1H4E	39	2.02	0.0439	0.238	+
GPR37	32	2.01	0.044	0.238	+
INSRR	41	2.01	0.044	0.238	+
OR4F17	33	2.01	0.0442	0.238	+
OR2B6	26	2.01	0.0443	0.238	+
IRX2	52	2.01	0.0443	0.238	+
CDKN1B	96	2.01	0.0443	0.238	+
CDCA7L	47	2.01	0.0444	0.238	+
MED19	68	2.01	0.0446	0.238	+
ZFP62	45	2.01	0.0446	0.238	+
YWHAG	53	2.01	0.0447	0.238	+
SH2B2	61	2.01	0.0448	0.238	+
SP2	43	2.01	0.0448	0.238	+
ARFGAP1	94	2.01	0.0449	0.238	+
RPS6KA6	28	2	0.045	0.238	+
TENM4	38	2	0.0453	0.239	+
GUCA1B	47	2	0.0453	0.239	+
RHBDL1	45	2	0.0454	0.239	+
PMEPA1	33	2	0.0457	0.24	+
HSPD1	110	1.99	0.0461	0.241	+
CYCS	56	1.99	0.0463	0.241	+
ZNF692	296	1.99	0.0463	0.241	+
ZNF707	65	1.99	0.0464	0.241	+
MAFG	65	1.99	0.0465	0.241	+
ZNF174	53	1.99	0.0465	0.241	+
EBP	104	1.99	0.0467	0.241	+
TOB1	45	1.99	0.0468	0.241	+
SOX9	111	1.99	0.0468	0.241	+
PAK2	82	1.99	0.0468	0.241	+
ZSWIM7	222	1.98	0.0473	0.243	+
DDX54	98	1.98	0.0474	0.243	+
TRH	31	1.98	0.0474	0.243	+
EGLN1	159	1.98	0.0476	0.243	+
HUS1	35	1.98	0.0478	0.244	+
USP21	264	1.98	0.0481	0.244	+
MRPL28	137	1.98	0.0483	0.244	+
ZNF136	148	1.98	0.0483	0.244	+
DAP3	138	1.97	0.0483	0.244	+
ARHGEF33	29	1.97	0.0486	0.245	+
ITGB8	107	1.97	0.0487	0.245	+
CCR10	42	1.97	0.0488	0.245	+
MDM4	150	1.97	0.049	0.246	+
INPP4A	72	1.96	0.0495	0.246	+
PLEKHH3	58	1.96	0.0496	0.246	+
TSHZ2	55	1.96	0.0496	0.246	+
GATA1	49	1.96	0.0496	0.246	+
ZNF687	151	1.96	0.0498	0.247	+
CENPI	36	1.96	0.0498	0.247	+
PRDX4	35	1.96	0.0503	0.248	+
TRHR	25	1.96	0.0503	0.248	+
ZNF385B	87	1.95	0.0508	0.25	+
ZDHHC24	77	1.95	0.051	0.25	+
HNF4G	83	1.95	0.0511	0.25	+
CRHR1	44	1.95	0.0512	0.25	+
ABT1	89	1.95	0.0517	0.251	+
STRN	84	1.94	0.0518	0.251	+
RGS22	84	1.94	0.052	0.251	+
L3MBTL1	125	1.94	0.0523	0.252	+
GPR161	58	1.94	0.0528	0.254	+
ZC3H12B	52	1.94	0.0528	0.254	+
GRHL2	152	1.93	0.0532	0.254	+
TBX6	107	1.93	0.0532	0.254	+
MXD3	226	1.93	0.0535	0.255	+
FOXG1	72	1.93	0.0536	0.255	+
CRTC2	56	1.93	0.054	0.256	+
PUF60	245	1.93	0.0541	0.256	+
HIPK2	67	1.92	0.0547	0.258	+
RGS18	26	1.92	0.0551	0.259	+
NR1D1	65	1.92	0.0552	0.259	+
CD300C	40	1.92	0.0553	0.259	+
TMPRSS2	92	1.92	0.0553	0.259	+
SRI	47	1.91	0.0562	0.262	+
LRPPRC	280	1.91	0.0564	0.263	+
ZNF185	97	1.91	0.0565	0.263	+
PRKCI	68	1.91	0.0565	0.263	+
OR8H3	26	1.91	0.0565	0.263	+
CLIC1	144	1.91	0.0566	0.263	+
CTNND2	30	1.9	0.0568	0.263	+
NEUROD6	53	1.9	0.0569	0.263	+
HAND1	37	1.9	0.057	0.263	+
RFX8	137	1.9	0.0574	0.264	+
GLI2	42	1.9	0.0576	0.265	+
HELZ2	100	1.9	0.0579	0.266	+
IRF6	123	1.89	0.0581	0.266	+
PTPRT	42	1.89	0.0582	0.266	+
SPRY4	27	1.89	0.0584	0.266	+
ZCCHC12	82	1.89	0.0587	0.267	+
ZFPM2	66	1.89	0.0587	0.267	+
SPDEF	179	1.89	0.0592	0.268	+
CDCA7	42	1.88	0.0596	0.269	+
ARID5A	389	1.88	0.0601	0.27	+
DUSP6	47	1.88	0.0603	0.27	+
SLC26A3	59	1.88	0.0603	0.27	+
TRIM55	46	1.88	0.0608	0.272	+
BTK	47	1.87	0.061	0.272	+
ZNF146	55	1.87	0.061	0.272	+
DACT1	45	1.87	0.0612	0.272	+
OR2T6	25	1.87	0.0612	0.272	+
ZDHHC11	130	1.87	0.0614	0.273	+
GNRHR2	42	1.87	0.0617	0.273	+
STRADB	43	1.87	0.0617	0.273	+
TRRAP	192	1.87	0.0618	0.273	+
PIM1	118	1.87	0.0619	0.273	+
NOC2L	101	1.87	0.062	0.273	+
ZNF789	85	1.87	0.062	0.273	+
ATF6B	75	1.86	0.0622	0.273	+
